id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43476241,Guest suite in Washington · ★4.78 · 3 bedrooms · 3 beds · 1 bath,346661704,Kevin,,"Capitol View, Marshall Heights, Benning Heights",38.88286,-76.94308,Entire home/apt,70,31,98,2023-09-06,2.38,3,67,4,
43479699,Rental unit in Washington · ★4.77 · 1 bedroom · 3 beds · 1 bath,346713306,Cecilia,,"Capitol Hill, Lincoln Park",38.89079,-76.99404,Entire home/apt,90,31,122,2023-11-23,2.85,1,34,4,
43479886,Guest suite in Washington · ★4.33 · 1 bedroom · 1 bed · 1 bath,18896296,Laura,,"River Terrace, Benning, Greenway, Dupont Park",38.89028,-76.94958,Entire home/apt,43,31,6,2022-06-24,0.14,5,177,0,
43481170,Rental unit in Washington · ★5.0 · 1 bedroom · 1 bed · 1 bath,61371355,Marwan,,"Dupont Circle, Connecticut Avenue/K Street",38.91415,-77.04268,Entire home/apt,150,31,14,2021-08-07,0.34,1,89,0,
43496551,Townhouse in Washington · ★4.53 · 4 bedrooms · 2 beds · 2.5 baths,346901804,Abraham,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90779,-77.01096,Entire home/apt,,31,15,2020-08-30,0.35,1,0,0,
43517424,Townhouse in Washington · 1 bedroom · 1 bed · 1.5 baths,92781477,Donna,,"Union Station, Stanton Park, Kingman Park",38.90147,-76.98933,Private room,,31,1,2020-09-08,0.03,4,0,0,
43534310,Home in Washington · ★4.96 · 3 bedrooms · 3 beds · 3.5 baths,75487604,Kathryn,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.874229170661856,-77.01110588463446,Entire home/apt,331,3,106,2023-11-24,2.52,1,0,36,Hosted License: 5007242201001149
43547467,Home in Washington · ★5.0 · 4 bedrooms · 4 beds · 4 baths,18107537,Stefan,,"Friendship Heights, American University Park, Tenleytown",38.9513,-77.09003,Entire home/apt,,3,4,2022-07-01,0.14,1,0,0,Hosted License: 5007262201001298
43569290,Bungalow in Washington · ★4.79 · 2 bedrooms · 3 beds · 2 baths,80553903,Victoria,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93557,-77.05387,Entire home/apt,251,4,28,2023-10-10,0.66,2,78,9,Hosted License: 5007242201001664<br />Unhosted License: 5007262201001665
43585808,Rental unit in Washington · 5 bedrooms · 1 bed · 0 shared baths,294545484,June,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92888,-77.02554,Private room,70,90,0,,,114,117,0,
43592120,Condo in Washington · 2 bedrooms · 1 bed · 1 bath,66356573,Autumn,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92081,-77.04226,Entire home/apt,120,120,0,,,1,0,0,
43609547,Rental unit in Washington · ★4.73 · 1 bedroom · 2 beds · 1 bath,28919350,Sue,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91561,-77.01143,Entire home/apt,110,4,22,2022-05-16,0.53,1,338,0,Hosted License: 5007242201000822
43652954,Townhouse in Washington · ★4.91 · 2 bedrooms · 4 beds · 2.5 baths,348591875,Coles,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95571,-76.9929,Entire home/apt,139,2,164,2023-12-03,3.81,1,249,36,Hosted License: 5007242201000027
43671169,Rental unit in Washington · 1 bedroom · 1 bed · 1.5 baths,348780983,Pihliroe,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89532,-77.02071,Entire home/apt,,31,0,,,1,0,0,
43671314,Rental unit in Washington · 1 bedroom · 1 bed · 1.5 baths,348781531,Juyl,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.897,-77.01091,Entire home/apt,,31,0,,,1,0,0,
43671315,Home in Washington · 1 bedroom · 1 bed · 1.5 baths,348781150,Tehoa,,"Brightwood Park, Crestwood, Petworth",38.9561,-77.02328,Entire home/apt,,31,0,,,1,0,0,
43671843,Home in Washington · 1 bedroom · 1 bed · 1.5 baths,348783997,Colutous,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89503,-77.0237,Entire home/apt,,31,0,,,1,0,0,
43676822,Rental unit in Washington · ★4.69 · Studio · 1 bed · 1 bath,269834634,The Residence Of Kalorama,,"Dupont Circle, Connecticut Avenue/K Street",38.91407,-77.04533,Entire home/apt,90,1,181,2023-12-02,4.29,11,354,53,Exempt
43676824,Rental unit in Washington · ★4.65 · Studio · 1 bed · 1 bath,269834634,The Residence Of Kalorama,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91353,-77.04743,Entire home/apt,105,1,200,2023-12-03,4.69,11,363,43,Exempt
43676905,Rental unit in Washington · ★4.51 · 1 bedroom · 1 bed · 1 bath,269834634,The Residence Of Kalorama,,"Dupont Circle, Connecticut Avenue/K Street",38.91407,-77.0455,Entire home/apt,130,1,72,2023-12-03,1.69,11,363,22,Exempt
43689658,Townhouse in Washington · ★4.36 · Studio · Half-bath,7196325,Jessica,,"Georgetown, Burleith/Hillandale",38.91143,-77.05443,Entire home/apt,400,1,11,2023-06-22,0.26,5,90,1,Exempt
43703449,Rental unit in Washington · ★4.59 · 1 bedroom · 1 bed · 1 bath,349110258,S.Abby,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87012,-76.9844,Entire home/apt,50,31,59,2022-11-03,1.41,1,332,0,
43730156,Guest suite in Washington · ★4.94 · 2 bedrooms · 3 beds · 1 bath,17970511,Jacob,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91658,-77.01053,Entire home/apt,145,3,109,2023-11-23,2.76,1,171,22,Hosted License: 5007242201001279
43750294,Boutique hotel in Washington · ★4.86 · 1 bedroom · 2 beds · 1 private bath,268577141,Yours Truly,,"Dupont Circle, Connecticut Avenue/K Street",38.90404,-77.04862,Private room,9000,31,14,2022-07-31,0.43,10,365,0,
43767520,Home in Washington · ★5.0 · 5 bedrooms · 7 beds · 3.5 baths,5798600,Megan,,"Woodridge, Fort Lincoln, Gateway",38.93552,-76.97227,Entire home/apt,446,6,11,2023-07-29,0.26,2,63,2,Unhosted License: 5007262201000790
43778862,Condo in Washington · 1 bedroom · 1 bed · 1 bath,22735045,Jose,,"Shaw, Logan Circle",38.90646,-77.02767,Entire home/apt,80,180,0,,,1,185,0,
43785004,Guest suite in Washington · ★5.0 · Studio · 1 bed · 1 bath,70709146,Carol,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91572,-77.00774,Entire home/apt,,31,5,2020-06-27,0.12,1,0,0,
43804122,Home in Washington · 3 bedrooms · 2 beds · 1 bath,3750769,Andrew And Christina,,"Brookland, Brentwood, Langdon",38.93439,-76.99029,Entire home/apt,,31,1,2020-08-16,0.02,1,0,0,
43842273,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,"West End, Foggy Bottom, GWU",38.90099439999999,-77.04957859999999,Entire home/apt,221,32,0,,,234,198,0,
43868902,Rental unit in Washington · ★4.98 · 1 bedroom · 2 beds · 1 bath,183975299,Abigail,,"Capitol Hill, Lincoln Park",38.89024,-76.99929,Entire home/apt,151,3,120,2023-11-15,2.87,1,206,18,Hosted License: 5007242201000057
43884836,Rental unit in Washington · ★4.94 · 1 bedroom · 2 beds · 1 bath,6320930,Sarah,,"Capitol Hill, Lincoln Park",38.8883,-76.99515,Entire home/apt,180,1,136,2023-12-08,3.59,1,306,39,Hosted License: 5007242201001249
43888344,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90064239501953,-77.01663208007812,Entire home/apt,142,32,1,2021-01-24,0.03,234,320,0,
43923337,Guest suite in Washington · ★4.23 · 3 bedrooms · 3 beds · 1 bath,44949993,Mike,,"Takoma, Brightwood, Manor Park",38.95792,-77.01331,Entire home/apt,95,3,26,2023-11-15,0.63,11,47,9,Exempt
43939342,Rental unit in Washington · ★4.92 · Studio · 2 beds · 1 bath,6762981,Emily & Stuart,,"Brightwood Park, Crestwood, Petworth",38.93728,-77.03046,Entire home/apt,95,1,137,2023-12-16,3.46,1,194,42,Hosted License: 5007242201001391
43957570,Boutique hotel in Washington · ★4.63 · Studio · 2 beds · 1 private bath,266565827,Arc,,"West End, Foggy Bottom, GWU",38.90113,-77.05206,Private room,164,1,16,2023-09-04,0.38,3,357,10,Exempt
43982311,Guest suite in Washington · ★4.94 · 1 bedroom · 1 bed · 1 bath,28998266,Ruth,,"Capitol Hill, Lincoln Park",38.88938,-77.00071,Entire home/apt,96,7,95,2023-12-03,2.27,1,90,33,Hosted License: 5007242201000741
44004664,Home in Washington · ★5.0 · 3 bedrooms · 3 beds · 3 baths,17633,Charlotte,,"Georgetown, Burleith/Hillandale",38.91122,-77.06081,Entire home/apt,271,31,4,2022-03-20,0.13,33,260,0,
44063409,Boutique hotel in Washington · ★4.74 · Studio · 1 bed · 1 private bath,266565827,Arc,,"West End, Foggy Bottom, GWU",38.89925,-77.05346,Private room,129,1,30,2023-12-11,0.72,3,0,14,Exempt
44094597,Rental unit in Washington · 5 bedrooms · 1 bed · 0 shared baths,294545484,June,,"Shaw, Logan Circle",38.913143580262926,-77.0315538495273,Private room,63,90,0,,,114,357,0,
44119683,Townhouse in Washington · ★4.90 · 1 bedroom · 1 bed · 1 private bath,40622360,Yifan,,"Union Station, Stanton Park, Kingman Park",38.89695,-77.00148,Private room,129,1,236,2023-11-15,5.87,3,197,77,Hosted License: 5007242201001761
44119904,Townhouse in Washington · ★4.90 · 1 bedroom · 2 beds · 1 private bath,40622360,Yifan,,"Union Station, Stanton Park, Kingman Park",38.8975,-77.00259,Private room,139,1,217,2023-11-17,5.19,3,199,65,Hosted License: 5007242201001761
44120058,Townhouse in Washington · ★4.86 · 1 bedroom · 2 beds · 1 private bath,40622360,Yifan,,"Union Station, Stanton Park, Kingman Park",38.89605,-77.00355,Private room,159,1,142,2023-11-15,3.94,3,199,49,Hosted License: 5007242201001761
44134766,Home in Washington · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,1219601,Philipp,,"Capitol Hill, Lincoln Park",38.88405,-77.00124,Entire home/apt,,4,7,2023-08-01,0.17,1,0,1,Unhosted License: 5007262201001284
44138643,Home in Washington · 1 bedroom · 1 bed · 1.5 shared baths,15888547,Rebecca,,"Brightwood Park, Crestwood, Petworth",38.94203,-77.02373,Private room,,31,1,2020-08-31,0.02,1,0,0,
44147355,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91682139999999,-77.04277639999998,Entire home/apt,166,32,2,2023-10-18,0.10,234,248,1,
44153997,Resort in Washington · 1 bedroom · 2 beds · 1 bath,354281383,Elijah,,"West End, Foggy Bottom, GWU",38.90792,-77.04979,Private room,575,31,0,,,1,0,0,
44195935,Condo in Washington · ★5.0 · 1 bedroom · 1 bed · 1 bath,356027852,Meti,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90698,-76.93635,Entire home/apt,428,31,8,2021-06-16,0.19,2,90,0,
44206370,Rental unit in Washington · ★4.97 · 1 bedroom · 1 bed · 1 bath,3404490,Gary,,"Capitol Hill, Lincoln Park",38.891,-76.99004,Entire home/apt,145,1,192,2023-12-01,4.66,1,122,50,Hosted License: 5007242201000500
44207610,Rental unit in Washington · ★4.70 · 1 bedroom · 2 beds · 1 bath,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88082,-76.99889,Entire home/apt,102,1,10,2023-09-23,0.63,234,364,7,Exempt
44207611,Rental unit in Washington · ★5.0 · 1 bedroom · 2 beds · 1 bath,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88099,-77.0,Entire home/apt,78,31,12,2022-12-09,0.33,234,341,0,Exempt
44207617,Rental unit in Washington · ★5.0 · 1 bedroom · 2 beds · 1 bath,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88109,-76.99847,Entire home/apt,88,31,3,2022-07-27,0.10,234,333,0,
44211888,Townhouse in Washington · 3 bedrooms · 3 beds · 2.5 baths,4642626,Amy,,"Capitol Hill, Lincoln Park",38.88127,-77.00091,Entire home/apt,200,31,2,2020-08-30,0.05,4,334,0,
44223406,Rental unit in Washington · 5 bedrooms · 1 bed · 0 shared baths,294545484,June,,"Union Station, Stanton Park, Kingman Park",38.89519211108124,-76.9881700226962,Private room,55,90,0,,,114,39,0,
44272586,Home in Washington · ★4.96 · 5 bedrooms · 6 beds · 2.5 baths,67517380,Jake,,"Mayfair, Hillbrook, Mahaning Heights",38.8982,-76.94174,Entire home/apt,325,1,91,2023-11-26,2.20,2,355,24,Exempt
44280292,Boutique hotel in Washington · 1 bedroom · 1 bed · 1.5 baths,176970521,AKA White House,,"Dupont Circle, Connecticut Avenue/K Street",38.90089,-77.03977,Private room,660,1,0,,,4,0,0,Exempt
44280306,Boutique hotel in Washington · 1 bedroom · 1 bed · 1.5 baths,176970521,AKA White House,,"West End, Foggy Bottom, GWU",38.89923,-77.041,Private room,660,1,0,,,4,0,0,Exempt
44280313,Boutique hotel in Washington · 2 bedrooms · 2 beds · 2 baths,176970521,AKA White House,,"West End, Foggy Bottom, GWU",38.8989,-77.04144,Private room,755,1,0,,,4,0,0,Exempt
44280326,Boutique hotel in Washington · 2 bedrooms · 2 beds · 2 baths,176970521,AKA White House,,"Dupont Circle, Connecticut Avenue/K Street",38.90102,-77.03997,Private room,755,1,0,,,4,0,0,Exempt
44378904,Townhouse in Washington · ★4.61 · 3 bedrooms · 3 beds · 3 baths,227194376,May,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9055061340332,-76.98165130615234,Entire home/apt,208,3,54,2023-09-18,1.46,17,309,8,Hosted License: 5007242201001037
44380863,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,64827706,Alper,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92672,-77.02801,Entire home/apt,88,32,0,,,2,337,0,
44389677,Guest suite in Washington · ★5.0 · 1 bedroom · 1 bed · 1 bath,4431837,Phillip,,Historic Anacostia,38.86299,-76.98801,Entire home/apt,124,2,130,2023-12-11,3.52,1,0,57,Hosted License: 5007242201000293
44406268,Townhouse in Washington · 2 bedrooms · 2 beds · 2.5 baths,67772223,Suebee,,"Hawthorne, Barnaby Woods, Chevy Chase",38.95919,-77.07264,Private room,150,31,0,,,1,365,0,
44406768,Condo in Washington · ★4.88 · 2 bedrooms · 3 beds · 1 bath,12928262,Mose,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91354,-77.04797,Entire home/apt,165,90,17,2023-07-31,0.44,5,333,1,
44410205,Townhouse in Washington · ★4.71 · 1 bedroom · 1 bed · 2 shared baths,5656,Wahid,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92814,-77.03688,Private room,,1,66,2023-09-24,1.65,7,0,22,Hosted License: 5007242201001302
44410630,Home in Washington · ★4.69 · 1 bedroom · 1 bed · 2 shared baths,5656,Wahid,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93041,-77.0369,Private room,,1,48,2023-07-01,1.28,7,0,13,Hosted License: 5007242201001302
44433757,Rental unit in Washington · ★4.82 · Studio · 2 beds · 1 bath,36803807,Damon,,"Capitol Hill, Lincoln Park",38.89109,-77.00218,Entire home/apt,,31,11,2022-04-10,0.28,1,0,0,
44433902,Home in Washington · ★3.67 · 1 bedroom · 1 bed · 1 shared bath,6165522,Jordan,,"Eastland Gardens, Kenilworth",38.90734,-76.94517,Private room,40,31,6,2022-08-29,0.15,4,364,0,
44443615,Guest suite in Washington · ★4.88 · Studio · 1 bed · 1 private bath,73794838,Charlene,,"River Terrace, Benning, Greenway, Dupont Park",38.88991,-76.9593,Private room,65,2,50,2023-12-13,2.45,1,2,41,Hosted License: 5007242201001576
44465992,Rental unit in Washington · ★4.73 · 2 bedrooms · 3 beds · 2 baths,127034950,Black Swan,,"Shaw, Logan Circle",38.91344,-77.0321,Entire home/apt,234,1,84,2023-10-26,2.07,6,345,35,Exempt
44472965,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,7302648,Michael,,"Brightwood Park, Crestwood, Petworth",38.94877,-77.02026,Entire home/apt,,31,2,2021-10-03,0.07,1,0,0,
44483573,Rental unit in Washington · ★4.33 · 1 bedroom · 1 bed · 2.5 shared baths,44949993,Mike,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92807,-77.0238,Private room,51,31,3,2023-08-11,0.07,11,365,1,
44485729,Home in Washington · ★4.88 · 1 bedroom · 1 bed · 1 bath,46630199,Home Sweet City,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91552,-77.02571,Entire home/apt,80,3,106,2023-12-14,2.65,93,174,39,Hosted License: 5007242201000222
44506423,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,227205021,Vanessa,,"Mayfair, Hillbrook, Mahaning Heights",38.89453,-76.93998,Entire home/apt,90,31,1,2021-01-03,0.03,1,0,0,
44517251,Rental unit in Washington · ★4.90 · 1 bedroom · 1 bed · 1 bath,270957643,Ann,,"Union Station, Stanton Park, Kingman Park",38.89328,-76.99387,Entire home/apt,125,2,40,2023-10-31,1.02,1,285,13,Hosted License: 5007242201000317
44519337,Rental unit in Washington · ★4.56 · Studio · 1 bed · 1 bath,127034950,Black Swan,,"Shaw, Logan Circle",38.91348,-77.03186,Entire home/apt,125,1,41,2023-11-01,1.01,6,365,3,Exempt
44519347,Rental unit in Washington · ★4.63 · 2 bedrooms · 3 beds · 1.5 baths,127034950,Black Swan,,"Shaw, Logan Circle",38.91321,-77.03062,Entire home/apt,159,1,79,2023-11-19,1.96,6,354,24,Exempt
44519348,Rental unit in Washington · ★4.87 · Studio · 1 bed · 1 bath,127034950,Black Swan,,"Shaw, Logan Circle",38.91359,-77.03258,Entire home/apt,125,1,45,2023-10-10,1.11,6,344,6,Exempt
44521112,Rental unit in Washington · ★4.90 · 1 bedroom · 1 bed · 1 bath,142483193,Brent,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91837,-77.01247,Entire home/apt,85,1,227,2023-06-01,5.70,1,4,43,Hosted License: 5007242201001689
44521751,Rental unit in Washington · ★5.0 · 1 bedroom · 1 bed · 1 private bath,2401817,Mariam,,"Dupont Circle, Connecticut Avenue/K Street",38.91536,-77.03728,Private room,94,31,14,2022-04-18,0.35,1,74,0,
44533310,Rental unit in Washington · ★4.95 · 1 bedroom · 1 bed · 1 bath,10181718,Catherine,,"Capitol Hill, Lincoln Park",38.88374,-76.9916,Entire home/apt,125,31,21,2023-10-01,0.55,1,345,1,Exempt
44559749,Rental unit in Washington · ★4.88 · Studio · 1 bed · 1 bath,360585434,Eric,,"Capitol Hill, Lincoln Park",38.88253,-76.99015,Entire home/apt,81,2,137,2023-12-04,3.36,1,237,51,Hosted License: 5007242201002583
44597062,Rental unit in Washington · ★5.0 · 1 bedroom · 2 beds · 1 bath,22088881,Ata,,"Dupont Circle, Connecticut Avenue/K Street",38.91156,-77.04845,Entire home/apt,135,31,10,2023-09-01,0.25,1,188,1,
44622740,Home in Washington · 1 bedroom · 1 bed · 1 bath,23247942,Bujana,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92384,-77.02916,Entire home/apt,130,31,0,,,2,166,0,
44646998,Guest suite in Washington · ★4.96 · 1 bedroom · 1 bed · 1 bath,14359760,Laura,,"Brookland, Brentwood, Langdon",38.93276,-76.99287,Entire home/apt,,4,28,2023-05-24,0.92,1,0,6,Hosted License: 5007242201000455
44659351,Townhouse in Washington · ★4.89 · 3 bedrooms · 2 beds · 1 bath,1644999,Candice,,"River Terrace, Benning, Greenway, Dupont Park",38.89229,-76.95809,Entire home/apt,156,3,28,2023-11-27,1.90,1,197,20,Hosted License: 5007242201002279
44666220,Rental unit in Washington · ★4.90 · 1 bedroom · 2 beds · 1 bath,127034950,Black Swan,,"Shaw, Logan Circle",38.91303,-77.03061,Entire home/apt,125,1,67,2023-12-02,1.65,6,349,28,Exempt
44678950,Rental unit in Washington · ★4.88 · 3 bedrooms · 3 beds · 2.5 baths,4999841,Juanita,,"Takoma, Brightwood, Manor Park",38.97112,-77.02392,Entire home/apt,331,3,41,2023-11-26,1.43,1,261,15,Hosted License: 5007242201000876
44683319,Townhouse in Washington · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,359216561,Kaprice,,"Union Station, Stanton Park, Kingman Park",38.89946,-76.98901,Entire home/apt,270,3,77,2023-11-15,1.98,1,241,11,Hosted License: 5007242201000023<br />Unhosted License: 5007262201000024
44697615,Cottage in Washington · ★4.49 · 2 bedrooms · 3 beds · 2 baths,14488963,Aj,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90405,-76.99026,Entire home/apt,200,31,41,2023-10-19,1.03,1,260,4,
44702772,Rental unit in Washington · ★4.80 · 1 bedroom · 3 beds · 2 baths,39930655,Sojourn,,"Shaw, Logan Circle",38.90779001615065,-77.03338356388399,Entire home/apt,108,31,156,2023-08-09,3.86,234,145,40,Exempt
44750418,Rental unit in Washington · Studio · 2 beds · 1 bath,292538124,Runnold,,"Congress Heights, Bellevue, Washington Highlands",38.82561,-76.99927,Entire home/apt,100,10,0,,,3,291,0,Hosted License: 5007242201001657
44815390,Guesthouse in Washington · 1 bedroom · 1 bed · 1 shared bath,146834938,Wendell,,"River Terrace, Benning, Greenway, Dupont Park",38.89132,-76.95912,Private room,58,31,0,,,1,0,0,
44832737,Townhouse in Washington · ★5.0 · 4 bedrooms · 6 beds · 3.5 baths,14398760,Joseph And Katie,,"Capitol Hill, Lincoln Park",38.887,-76.99497,Entire home/apt,,31,16,2021-01-05,0.40,1,0,0,
44869358,Guest suite in Washington · ★4.94 · 2 bedrooms · 2 beds · 1 bath,34318392,Leah,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93524,-77.0262,Entire home/apt,,1,17,2023-06-13,0.42,1,0,6,Hosted License: 5007242201002666
44998055,Rental unit in Washington · ★4.71 · 2 bedrooms · 3 beds · 2 baths,39930655,Sojourn,,"Shaw, Logan Circle",38.90818,-77.03402,Entire home/apt,290,31,85,2023-10-19,2.29,234,176,40,Exempt
44998059,Rental unit in Washington · ★4.75 · 2 bedrooms · 3 beds · 2 baths,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.90738,-77.03542,Entire home/apt,302,31,118,2023-07-05,3.16,234,145,31,Exempt
44998087,Rental unit in Washington · ★4.82 · 2 bedrooms · 3 beds · 2 baths,39930655,Sojourn,,"Shaw, Logan Circle",38.90793,-77.03407,Entire home/apt,269,31,101,2023-11-08,2.50,234,171,48,Exempt
45001556,Townhouse in Washington · 4 bedrooms · 5 beds · 3.5 baths,203125886,Marina,,"Brightwood Park, Crestwood, Petworth",38.94284,-77.03603,Entire home/apt,320,31,0,,,2,184,0,
45027736,Rental unit in Washington · ★4.40 · 2 bedrooms · 5 beds · 1 bath,28011820,Marcy,,"Friendship Heights, American University Park, Tenleytown",38.94469,-77.07759,Entire home/apt,114,150,5,2022-05-09,0.13,5,163,0,
45097082,Rental unit in Washington · ★4.58 · Studio · 1 bed · 1 bath,33378245,Dion,,"Capitol View, Marshall Heights, Benning Heights",38.88681,-76.93201,Entire home/apt,118,5,19,2022-10-23,0.48,2,90,0,Hosted License: 5007242201000831
45097884,Home in Washington · ★4.56 · 2 bedrooms · 2 beds · 2.5 baths,6165522,Jordan,,"Eastland Gardens, Kenilworth",38.90594,-76.9467,Entire home/apt,150,31,9,2020-11-27,0.23,4,365,0,
45118225,Townhouse in Washington · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,1001532,Anne,,"Capitol Hill, Lincoln Park",38.88485,-76.99083,Entire home/apt,300,31,10,2023-07-05,0.28,2,106,4,Unhosted License: 5007262201001017
45125944,Home in Washington · ★4.89 · 2 bedrooms · 3 beds · 2.5 baths,18262422,Jason,,"Congress Heights, Bellevue, Washington Highlands",38.8392,-77.00063,Entire home/apt,,31,35,2023-09-16,0.87,1,0,1,
45177682,Guest suite in Washington · ★4.95 · 1 bedroom · 2 beds · 1 bath,172416408,Jennifer,,"Capitol Hill, Lincoln Park",38.88062,-76.99156,Entire home/apt,120,3,101,2023-10-22,2.57,1,173,30,Hosted License: 5007242201000418
45185261,Rental unit in Washington · ★4.88 · 1 bedroom · 3 beds · 1 bath,364922886,Adam,,"Union Station, Stanton Park, Kingman Park",38.89614,-76.99496,Entire home/apt,149,2,101,2023-11-24,2.57,1,318,44,Exempt
45190034,Guest suite in Washington · ★4.98 · 1 bedroom · 1 bed · 1 bath,6347407,Katie,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92823,-77.03901,Entire home/apt,,2,47,2023-06-22,1.24,1,0,4,Hosted License: 5007242201000362
45191510,Guest suite in Washington · ★5.0 · 1 bedroom · 2 beds · 1 bath,364978049,Joe,,"Union Station, Stanton Park, Kingman Park",38.89644,-76.97624,Entire home/apt,96,2,219,2023-12-03,5.46,1,0,62,Hosted License: 5007242201000255
45220778,Guest suite in Washington · 1 bedroom · 1 bed · 1 bath,15727204,Nitant,,"Union Station, Stanton Park, Kingman Park",38.90437,-76.99922,Entire home/apt,,31,2,2020-10-29,0.05,1,0,0,
45223908,Guest suite in Washington · 1 bedroom · 2 beds · 1 bath,745305,Larry And Paulette,,"Takoma, Brightwood, Manor Park",38.96857,-77.03324,Entire home/apt,133,31,1,2021-04-11,0.03,2,88,0,
45242883,Loft in Washington · 1 bedroom · 1 bed · 1 shared bath,365518322,Bobby,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.91001,-76.98561,Shared room,30,31,0,,,1,0,0,
45274526,Home in Washington · ★5.0 · 6 bedrooms · 8 beds · 4.5 baths,124833761,Alyse,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93381,-77.06973,Entire home/apt,650,31,4,2022-01-02,0.11,1,178,0,
45275269,Condo in Washington · 3 bedrooms · 2 beds · 2 baths,10124757,Ning,,"Shaw, Logan Circle",38.91052,-77.01667,Entire home/apt,,55,0,,,1,0,0,
45291574,Home in Washington · ★4.95 · 1 bedroom · 2 beds · 1 bath,56708981,Kushal,,"Shaw, Logan Circle",38.90918835550242,-77.02578553453587,Entire home/apt,169,2,111,2023-11-25,3.63,1,184,43,Hosted License: 5007242201000973
45304193,Guest suite in Washington · ★4.48 · 1 bedroom · 2 beds · 1 bath,366169291,Michael,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86982,-76.98084,Entire home/apt,75,3,159,2023-11-12,4.05,1,90,43,Hosted License: 5007242201000725
45313686,Townhouse in Washington · ★4.94 · 2 bedrooms · 2 beds · 2.5 baths,78577135,Marco,,"Shaw, Logan Circle",38.91135,-77.03033,Private room,220,2,17,2023-05-18,0.43,4,365,2,Hosted License: 5005500516800173
45360213,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,366703889,Daniel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90269,-77.0241,Entire home/apt,220,31,0,,,1,0,0,
45385834,Rental unit in Washington · ★4.87 · 1 bedroom · 1 bed · 1 bath,16561471,Victor,,"Brightwood Park, Crestwood, Petworth",38.94384,-77.01407,Entire home/apt,83,1,298,2023-12-11,7.52,1,254,89,Hosted License: 5007242201000745
45397440,Home in Washington · 1 bedroom · 1.5 shared baths,292538124,Runnold,,"Congress Heights, Bellevue, Washington Highlands",38.82572,-76.99771,Private room,35,3,2,2021-04-17,0.05,3,260,0,Hosted License: 5007242201001657
