id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32613185,Guesthouse in Washington · ★4.99 · 2 bedrooms · 3 beds · 2.5 baths,3532124,District Cottage,,"Shaw, Logan Circle",38.91133,-77.0196,Entire home/apt,,3,187,2023-09-04,3.19,8,0,4,Hosted License: 5007242201000518
32616215,Townhouse in Washington · ★4.80 · 5 bedrooms · 12 beds · 3.5 baths,27323824,Karl,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91393,-77.01579,Entire home/apt,1369,2,20,2022-05-23,0.36,6,270,0,Exempt
32640238,Rental unit in Washington · ★4.56 · 2 bedrooms · 2 beds · 2 baths,123268799,Dan,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90109,-76.97841,Entire home/apt,80,2,244,2023-11-16,4.18,2,251,40,Hosted License: 5007242000000000
32648943,Rental unit in Washington · ★4.40 · 3 bedrooms · 4 beds · 3 baths,123268799,Dan,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90137,-76.97872,Entire home/apt,198,2,5,2022-05-02,0.09,2,251,0,Exempt
32654680,Home in Washington · 1 bedroom · 1 bed · 1 private bath,70571367,Harrison,,"Union Station, Stanton Park, Kingman Park",38.90182,-76.98918,Private room,,31,2,2019-07-02,0.04,2,0,0,
32691966,Rental unit in Washington · ★4.92 · 1 bedroom · 1 bed · 1 bath,10765068,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91334,-77.0098,Entire home/apt,,31,12,2019-12-30,0.21,1,0,0,
32726582,Rental unit in Washington · ★4.88 · 1 bedroom · 1 bed · 1 bath,99955771,Razia And Emelio,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91468,-77.03359,Entire home/apt,91,1,302,2023-11-27,5.29,3,151,48,Hosted License: 5007242201000758
32749515,Rental unit in Washington · ★4.82 · Studio · 2 beds · 1 bath,246291297,Ken & Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91626,-77.02366,Entire home/apt,123,31,148,2022-07-17,2.54,1,180,0,
32753218,Home in Washington · ★4.78 · 7 bedrooms · 8 beds · 4.5 baths,41656215,Chiazo,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92696,-77.03078,Entire home/apt,899,31,18,2022-08-15,0.32,9,180,0,
32763621,Home in Washington · ★4.82 · 3 bedrooms · 1 bed · 1 bath,246407839,Ben & Heather,,"Capitol Hill, Lincoln Park",38.87928,-76.98406,Entire home/apt,,31,22,2020-06-28,0.38,1,0,0,
32766486,Guest suite in Washington · ★4.80 · 1 bedroom · 2 beds · 1 bath,2379779,Dario,,"Brightwood Park, Crestwood, Petworth",38.95717,-77.01966,Entire home/apt,85,2,70,2023-09-15,1.21,3,326,16,Hosted License: 5007242201001867
32787044,Rental unit in Washington · ★4.99 · 1 bedroom · 1 bed · 1 bath,195467577,Lisa-Marie,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91125,-77.0847,Entire home/apt,170,3,75,2023-11-15,1.31,1,173,21,Hosted License: 5007242201000693
32801568,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,"Shaw, Logan Circle",38.9103,-77.02892,Entire home/apt,132,32,1,2020-12-04,0.03,234,363,0,
32807714,Rental unit in Washington · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,119476075,Christina,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9238,-77.04389,Private room,53,60,3,2023-08-05,0.08,1,180,1,
32812876,Rental unit in Washington · ★4.77 · 2 bedrooms · 3 beds · 1 bath,1922341,Kamila,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9105,-77.01586,Entire home/apt,142,2,120,2023-11-13,2.07,3,324,41,Hosted License: 5007242201001417<br />Unhosted License: 5007262201001418
32815444,Townhouse in Washington · ★4.81 · 1 bedroom · 2 beds · 1 bath,246859433,Patricia,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93598,-77.0211,Entire home/apt,65,3,198,2023-11-19,3.40,1,303,52,Hosted License: 5007242201001172
32846587,Rental unit in Washington · ★4.68 · 1 bedroom · 1 bed · 2.5 shared baths,44949993,Mike,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92767,-77.02397,Private room,49,31,28,2023-09-07,0.48,11,277,2,
32864907,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,"West End, Foggy Bottom, GWU",38.90099439999999,-77.04957859999999,Entire home/apt,205,32,0,,,234,322,0,
32870364,Rental unit in Washington · ★4.91 · 1 bedroom · 1 bed · 1 bath,243171543,Stephan,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92191,-77.03074,Entire home/apt,107,2,95,2023-12-15,1.64,1,94,27,Hosted License: 5007242201002642
32872580,Townhouse in Washington · ★4.80 · 3 bedrooms · 6 beds · 3.5 baths,232895115,Chima,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86731,-76.94762,Entire home/apt,284,2,91,2023-10-01,1.58,2,0,6,Exempt
32899986,Home in Washington · ★4.77 · 3 bedrooms · 4 beds · 3 baths,27323824,Karl,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91649,-77.01515,Entire home/apt,210,3,261,2023-12-15,4.50,6,0,37,Hosted License: 5007242201001281
32919163,Townhouse in Washington · ★4.94 · 1 bedroom · 1 bed · 1 private bath,12053573,Jonathan,,"Capitol Hill, Lincoln Park",38.88473,-76.98068,Private room,,2,85,2022-06-25,1.48,1,0,0,Hosted License: 5007242201000628
32941255,Rental unit in Washington · ★4.98 · Studio · 1 bed · 1 bath,184467515,Karen,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91804,-77.04396,Entire home/apt,96,2,284,2023-12-11,5.70,1,0,80,Hosted License: 5007242201000104
32944639,Townhouse in Washington · ★4.88 · 3 bedrooms · 3 beds · 2.5 baths,78577135,Marco,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91499214302874,-77.02883309547971,Entire home/apt,471,2,16,2022-09-28,0.28,4,54,0,Hosted License: 5005500516800173
32960721,Townhouse in Washington · ★4.89 · 1 bedroom · 1 bed · 1 bath,32695176,Alison,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92124,-77.00199,Entire home/apt,,3,56,2021-05-31,0.97,1,0,0,Hosted License: 5007242201000495
33008668,Townhouse in Washington · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,58390546,Jesse,,"Capitol Hill, Lincoln Park",38.88038,-76.98516,Entire home/apt,202,2,120,2023-11-25,2.09,2,82,34,Hosted License: 5007242201000698
33062209,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90412539999999,-77.0165367,Entire home/apt,94,32,0,,,234,365,0,
33065338,Rental unit in Washington · ★4.84 · 1 bedroom · 1 bed · 1 bath,21532233,Alan,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91792,-77.0312,Entire home/apt,127,31,62,2022-11-05,1.07,1,0,0,
33070034,Rental unit in Washington · ★4.73 · 1 bedroom · 2 beds · 1 bath,87977393,April,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92399,-77.04462,Entire home/apt,118,2,349,2023-11-26,6.02,5,0,87,Exempt
33076387,Guest suite in Washington · ★4.90 · Studio · 2 beds · 1 bath,40490589,Patty,,"Capitol Hill, Lincoln Park",38.88954,-76.9846,Entire home/apt,111,1,108,2023-12-04,2.08,1,3,62,Hosted License: 5007242201000695
33077259,Rental unit in Washington · ★4.68 · 1 bedroom · 2 beds · 1 shared bath,248944072,Fatoumata,,"River Terrace, Benning, Greenway, Dupont Park",38.8913,-76.95904,Private room,,31,22,2019-08-22,0.39,1,0,0,
33083210,Townhouse in Washington · ★4.73 · 2 bedrooms · 3 beds · 1.5 baths,17741442,Clinton,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90296,-76.98415,Entire home/apt,,2,26,2023-11-12,0.45,2,0,4,Hosted License: 5007242201002150
33096397,Rental unit in Washington · ★4.93 · 1 bedroom · 1 bed · 1 bath,225095373,Max,,"Dupont Circle, Connecticut Avenue/K Street",38.91372,-77.03646,Entire home/apt,127,2,179,2023-11-16,3.11,3,354,59,Hosted License: 5007242201001522
33160476,Rental unit in Washington · ★4.67 · 2 bedrooms · 3 beds · 2 baths,219493221,Sonder (D.C.),,"Near Southeast, Navy Yard",38.87794,-76.99364,Entire home/apt,184,2,52,2023-11-18,0.90,46,218,11,Exempt
33161628,Rental unit in Washington · ★4.77 · 2 bedrooms · 3 beds · 2 baths,46630199,Home Sweet City,,"Brightwood Park, Crestwood, Petworth",38.94325,-77.02344,Entire home/apt,189,31,66,2023-08-06,1.15,93,149,2,
33167831,Home in Washington · ★4.92 · 2 bedrooms · 3 beds · 2 baths,84968850,Shewaye,,"Union Station, Stanton Park, Kingman Park",38.90229,-76.99303,Entire home/apt,99,31,113,2022-07-18,1.97,1,171,0,
33181624,Rental unit in Washington · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8955221,-77.0227607,Entire home/apt,269,32,0,,,234,11,0,
33188218,Rental unit in Washington · ★4.49 · 1 bedroom · 2 beds · 1 bath,219493221,Sonder (D.C.),,"Near Southeast, Navy Yard",38.87615,-76.99341,Entire home/apt,176,2,138,2023-12-01,2.47,46,281,28,Exempt
33189272,Rental unit in Washington · ★4.59 · 2 bedrooms · 3 beds · 2 baths,219493221,Sonder (D.C.),,"Near Southeast, Navy Yard",38.87766,-76.99563,Entire home/apt,253,2,266,2023-11-25,4.62,46,0,22,Exempt
33189368,Rental unit in Washington · ★4.52 · Studio · 1 bed · 1 bath,219493221,Sonder (D.C.),,"Near Southeast, Navy Yard",38.87597,-76.99507,Entire home/apt,146,2,122,2023-11-19,2.19,46,284,31,Exempt
33198326,Rental unit in Washington · ★4.97 · 1 bedroom · 2 beds · 1 bath,14567900,Tommy,,"Shaw, Logan Circle",38.91176,-77.02815,Entire home/apt,,31,31,2020-05-31,0.55,2,0,0,
33249301,Rental unit in Washington · ★4.63 · 2 bedrooms · 3 beds · 2 baths,219493221,Sonder (D.C.),,"Near Southeast, Navy Yard",38.87774,-76.99369,Entire home/apt,122,2,49,2023-10-24,0.88,46,232,17,Exempt
33249537,Townhouse in Washington · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,19829396,Adrienne,,"Sheridan, Barry Farm, Buena Vista",38.85522541787035,-76.98295519328384,Entire home/apt,375,2,65,2023-10-11,1.13,2,171,7,Hosted License: 5007242201001460
33260758,Guest suite in Washington · ★4.93 · 1 bedroom · 2 beds · 1 bath,13632628,Mark,,"Brightwood Park, Crestwood, Petworth",38.9421,-77.03803,Entire home/apt,66,2,204,2023-12-17,3.59,1,0,80,Hosted License: 5007262201002763
33275075,Townhouse in Washington · ★4.77 · 4 bedrooms · 11 beds · 3 baths,105811458,Shani,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87366,-76.97287,Entire home/apt,423,3,74,2023-10-25,1.31,1,360,13,Hosted License: 5007242201001480
33276776,Rental unit in Washington · ★4.88 · 1 bedroom · 1 bed · 1 bath,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91201,-77.03928,Entire home/apt,176,31,155,2023-08-12,2.69,234,149,26,Exempt
33277098,Rental unit in Washington · ★4.79 · 1 bedroom · 1 bed · 1 bath,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91135,-77.03986,Entire home/apt,109,31,186,2023-01-22,3.22,234,276,4,Exempt
33277348,Rental unit in Washington · ★4.91 · 2 bedrooms · 2 beds · 2 baths,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91089,-77.03896,Entire home/apt,300,3,145,2023-12-13,2.51,234,329,15,Exempt
33360028,Rental unit in Washington · ★4.85 · 1 bedroom · 1 bed · 1 bath,69203193,Leyla & Matt,,"Dupont Circle, Connecticut Avenue/K Street",38.9185905456543,-77.03758239746094,Entire home/apt,70,31,13,2023-08-31,0.23,40,365,2,
33376779,Condo in Washington · ★4.91 · 1 bedroom · 2 beds · 1 bath,69203193,Leyla & Matt,,"Union Station, Stanton Park, Kingman Park",38.8944206237793,-76.99826049804688,Entire home/apt,70,31,11,2023-08-12,0.23,40,365,1,
33396632,Townhouse in Washington · ★4.22 · 1 bedroom · 1 bed · 1 shared bath,62543911,Monica,,"Brightwood Park, Crestwood, Petworth",38.94362,-77.0137,Private room,72,31,27,2022-04-24,0.50,5,89,0,
33425091,Townhouse in Washington · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,102274654,Rae,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91402,-77.01352,Private room,46,1,96,2023-11-22,1.68,4,70,10,Hosted License: 5007242201002641
33427863,Townhouse in Washington · ★4.86 · 3 bedrooms · 3 beds · 3 baths,251823932,Derek,,"Sheridan, Barry Farm, Buena Vista",38.85579,-76.98125,Entire home/apt,350,2,49,2023-10-23,1.92,1,0,20,Hosted License: 5007242201001492<br />Unhosted License: 5007262201001493
33432778,Home in Washington · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,251867718,Joseph,,"North Michigan Park, Michigan Park, University Heights",38.94244,-76.99667,Private room,50,7,8,2023-11-15,0.14,2,365,3,Exempt
33453886,Home in Washington · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,89325275,Bernie,,"Union Station, Stanton Park, Kingman Park",38.896738369122396,-76.99763314680897,Private room,60,5,26,2023-12-05,0.47,2,122,13,Hosted License: 5007242201000319
33455792,Condo in Washington · ★5.0 · 2 bedrooms · 2 beds · 2 baths,69203193,Leyla & Matt,,"Union Station, Stanton Park, Kingman Park",38.8944206237793,-76.99826049804688,Entire home/apt,88,31,8,2023-08-19,0.15,40,351,1,
33469877,Rental unit in Washington · ★4.80 · 1 bedroom · 2 beds · 1 bath,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91089,-77.03896,Entire home/apt,197,1,173,2023-12-11,3.02,234,334,36,Exempt
33485532,Condo in Washington · ★5.0 · 1 bedroom · 1 bed · 1 bath,252317583,Kristina & George,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87522,-77.02096,Entire home/apt,80,31,3,2021-01-08,0.05,1,365,0,
33497636,Townhouse in Washington · ★4.78 · 1 bedroom · 2 beds · 1 shared bath,135195550,Mohammed,,"Shaw, Logan Circle",38.90643,-77.01778,Private room,80,1,461,2023-12-11,8.05,3,340,132,Hosted License: 5007242201003073
33498604,Townhouse in Washington · ★4.79 · 2 bedrooms · 2 beds · 1 shared bath,135195550,Mohammed,,"Shaw, Logan Circle",38.90734,-77.01774,Private room,80,1,466,2023-12-16,8.15,3,348,123,Hosted License: 5007242201003073
33498856,Townhouse in Washington · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,135195550,Mohammed,,"Shaw, Logan Circle",38.90596,-77.01785,Private room,70,1,443,2023-12-08,7.74,3,0,145,Hosted License: 5007242201003073
33517319,Rental unit in Washington · ★4.33 · Studio · 1 bed · 1 bath,30732781,Maria,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93652,-77.03483,Entire home/apt,,31,12,2020-03-14,0.21,2,0,0,
33522560,Rental unit in Washington · ★4.97 · 2 bedrooms · 2 beds · 1 bath,11358775,Arty & Bonnie,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93527,-77.02842,Entire home/apt,161,2,155,2023-11-17,2.75,1,353,31,Hosted License: 5007242201000080
33526446,Guest suite in Washington · ★4.93 · 1 bedroom · 2 beds · 1 bath,64224836,Emily,,"River Terrace, Benning, Greenway, Dupont Park",38.87276,-76.93656,Entire home/apt,107,2,41,2023-03-26,0.72,1,42,1,Hosted License: 5007242201000635
33552693,Home in Washington · ★5.0 · 2 bedrooms · 2 beds · 2 baths,10931840,Roman,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95128,-77.01312,Private room,,31,6,2021-01-02,0.11,1,0,0,
33584842,Rental unit in Washington · Studio · 2 beds · 1 bath,23375179,Tiffany,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87994,-77.02271,Entire home/apt,,31,2,2020-03-13,0.04,1,0,0,
33587463,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,22022994,Charlotte,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91841,-77.03954,Entire home/apt,,31,2,2019-04-12,0.04,1,0,0,
33611930,Townhouse in Washington · ★4.46 · 2 bedrooms · 1 bed · 2 shared baths,3672670,Dennis,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87173,-77.01466,Private room,70,1,26,2023-12-09,0.52,14,88,11,Hosted License: 5007242201000212
33633890,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9006428,-77.0166332,Entire home/apt,97,32,0,,,234,365,0,
33633909,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90064239501953,-77.01663208007812,Entire home/apt,148,32,1,2022-05-07,0.05,234,277,0,
33718308,Rental unit in Washington · ★4.73 · 2 bedrooms · 2 beds · 1.5 baths,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91176,-77.04237,Entire home/apt,145,31,103,2023-11-25,1.81,234,0,8,Exempt
33718594,Home in Washington · ★4.50 · 1 bedroom · 2 beds · 1 private bath,129443521,Lanita,,"Brookland, Brentwood, Langdon",38.9264,-76.97366,Private room,,31,16,2020-11-08,0.28,1,0,0,
33721595,Townhouse in Washington · ★4.99 · 3 bedrooms · 3 beds · 2.5 baths,5467394,Julie,,"Capitol Hill, Lincoln Park",38.88544,-77.0031,Entire home/apt,825,3,79,2023-11-25,1.48,2,301,21,Hosted License: 5007242201001748<br />Unhosted License: 5007262201001749
33766197,Rental unit in Washington · ★4.83 · Studio · 1 bed · 1 bath,6195074,Leah & Andrew,,"Brightwood Park, Crestwood, Petworth",38.93714,-77.0211,Entire home/apt,79,31,105,2022-04-07,1.85,1,0,0,
33768875,Home in Washington · ★4.84 · 4 bedrooms · 4 beds · 2.5 baths,36486329,Nada,,"Eastland Gardens, Kenilworth",38.91037,-76.93955,Entire home/apt,204,2,193,2023-12-10,3.83,1,229,47,Hosted License: 5007242201002010<br />Unhosted License: 5007242201002011
33772102,Rental unit in Washington · ★4.82 · 1 bedroom · 1 bed · 1 bath,39930655,Sojourn,,"Capitol Hill, Lincoln Park",38.88109,-76.99979,Entire home/apt,106,1,17,2023-11-16,0.30,234,313,10,Exempt
33802424,Home in Washington · ★4.76 · 1 bedroom · 1 bed · 1 bath,118244024,Julian,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93442,-77.03436,Entire home/apt,,31,181,2022-10-15,3.26,2,0,0,
33830823,Rental unit in Washington · ★4.80 · 1 bedroom · 3 beds · 1 bath,21570891,Marsh,,"Georgetown, Burleith/Hillandale",38.90757,-77.06223,Entire home/apt,113,1,364,2023-11-24,6.50,19,41,79,Exempt
33856921,Rental unit in Washington · ★4.79 · 2 bedrooms · 2 beds · 2 baths,225095373,Max,,"Dupont Circle, Connecticut Avenue/K Street",38.91225,-77.03791,Entire home/apt,250,2,125,2023-12-03,2.20,3,358,42,Hosted License: 5007242201001522<br />Unhosted License: 5007242201001522
33881424,Rental unit in Washington · ★4.84 · 1 bedroom · 2 beds · 1 bath,3474736,Sam,,"West End, Foggy Bottom, GWU",38.90288,-77.05146,Entire home/apt,1000,31,86,2021-10-31,1.52,5,180,0,
33882534,Guest suite in Washington · ★4.71 · 2 bedrooms · 2 beds · 1 bath,255873015,Yeme,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93173,-77.02902,Entire home/apt,120,31,133,2021-08-29,2.34,1,166,0,
33907708,Rental unit in Washington · ★4.81 · 1 bedroom · 1 bed · 1 bath,44630686,Davon,,"Union Station, Stanton Park, Kingman Park",38.89854,-76.98648,Entire home/apt,185,31,31,2021-11-04,0.55,1,0,0,
33911319,Townhouse in Washington · ★4.77 · 3 bedrooms · 6 beds · 3.5 baths,232895115,Chima,,"River Terrace, Benning, Greenway, Dupont Park",38.89019,-76.95103,Entire home/apt,140,31,61,2023-06-10,1.09,2,365,1,
33972170,Townhouse in Washington · ★4.96 · 1 bedroom · 3 beds · 1 bath,255486813,Christine,,"Capitol Hill, Lincoln Park",38.88364,-77.00566,Entire home/apt,175,31,136,2023-08-06,2.51,1,84,25,Hosted License: 5007242201001694
33996319,Rental unit in Washington · ★4.69 · 2 bedrooms · 3 beds · 1 bath,74628705,Genet,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91964,-77.02841,Entire home/apt,115,31,29,2022-06-11,0.52,1,71,0,
33997170,Rental unit in Washington · ★4.75 · Studio · 1 bed · 1 bath,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.91394,-77.04064,Entire home/apt,77,1,80,2023-12-15,1.44,234,329,26,Exempt
34019174,Guest suite in Washington · ★4.96 · 1 bedroom · 1 bed · 1 bath,3609290,Lauren,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90494,-76.98224,Entire home/apt,104,2,129,2023-11-20,2.30,1,134,37,Hosted License: 5007242100000018
34023379,Serviced apartment in Washington · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,16644446,Corporate,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90502,-77.02932,Entire home/apt,149,10,6,2022-04-10,0.12,17,77,0,Unhosted License: 5007242100000019
34054492,Rental unit in Washington · ★4.82 · 1 bedroom · 1 bed · 2 baths,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93772,-77.02506,Private room,25,31,11,2023-09-24,0.22,36,365,1,
34127376,Rental unit in Washington · ★4.33 · 1 bedroom · 1 bed · 1 bath,241508765,Alan,,"Cathedral Heights, McLean Gardens, Glover Park",38.91977,-77.07813,Entire home/apt,111,31,30,2023-08-11,0.54,2,108,1,
34137898,Townhouse in Washington · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths,4584982,Carlos,,"Brightwood Park, Crestwood, Petworth",38.95101,-77.02362,Entire home/apt,314,3,80,2023-12-08,1.43,1,343,22,Hosted License: 5007242201000568
34144445,Rental unit in Washington · ★4.83 · 2 bedrooms · 3 beds · 1 bath,777337,Vanessa,,"Union Station, Stanton Park, Kingman Park",38.89339,-76.99172,Entire home/apt,180,6,22,2023-08-22,0.39,1,0,3,Hosted License: 5007262201002525
34156122,Rental unit in Washington · ★5.0 · 1 bedroom · 1 bed · 2 baths,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93819,-77.02482,Private room,39,31,10,2023-09-05,0.19,36,262,3,
34162474,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90394,-77.01724,Entire home/apt,156,32,0,,,234,318,0,
34172494,Rental unit in Washington · ★4.64 · 1 bedroom · 2 beds · 1 bath,46698505,Bekam,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.9049,-76.93657,Entire home/apt,86,2,28,2023-11-15,0.50,1,90,3,Hosted License: 5007242201002907<br />Unhosted License: 5007242201002907
34175841,Rental unit in Washington · ★4.55 · 1 bedroom · 1 bed · 2 shared baths,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93809,-77.02513,Private room,25,31,11,2023-12-09,0.21,36,326,2,
34176155,Home in Washington · ★4.67 · 1 bedroom · 1 bed · 3 shared baths,315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91928,-77.01534,Private room,35,31,9,2023-06-12,0.16,36,254,1,
34183228,Rental unit in Washington · ★4.94 · 2 bedrooms · 3 beds · 2 baths,16644446,Corporate,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87703,-77.01422,Entire home/apt,262,3,32,2023-12-11,0.58,17,35,21,Hosted License: 5007242100000009
34243546,Rental unit in Washington · ★4.84 · 1 bedroom · 2 beds · 1 bath,258534420,Bobby,,"Capitol Hill, Lincoln Park",38.8874,-76.99173,Entire home/apt,197,2,158,2023-11-06,2.82,1,346,30,Hosted License: 5007242201000410
34276846,Townhouse in Washington · 4 bedrooms · 4 beds · 3 baths,95344867,Drew,,"Cathedral Heights, McLean Gardens, Glover Park",38.91738,-77.07412,Entire home/apt,200,360,0,,,1,365,0,
34303124,Townhouse in Washington · ★4.97 · 2 bedrooms · 2 beds · 2.5 shared baths,78577135,Marco,,"Shaw, Logan Circle",38.90851,-77.02986,Private room,261,2,29,2023-10-28,0.52,4,365,2,Hosted License: 5005500516800173
34311072,Rental unit in Washington · ★4.97 · 1 bedroom · 1 bed · 1 bath,258648184,Michael,,"Shaw, Logan Circle",38.91204,-77.03101,Entire home/apt,147,2,353,2023-12-14,6.30,1,0,82,Hosted License: 5007242201000153
34371286,Rental unit in Washington · ★4.50 · 1 bedroom · 1 bed · 2 baths,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93849,-77.02472,Private room,39,31,6,2023-11-25,0.11,36,365,2,
34421531,Rental unit in Washington · ★4.76 · 1 bedroom · 2 beds · 1 bath,6970679,Kay,,"Union Station, Stanton Park, Kingman Park",38.89685,-76.98662,Entire home/apt,101,2,242,2023-12-11,4.35,2,37,76,Hosted License: 5007242201000113
34421731,Home in Washington · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,141298284,David,,"Capitol Hill, Lincoln Park",38.881,-76.9975,Private room,58,90,19,2023-05-05,0.34,4,42,1,
34422566,Rental unit in Washington · ★4.77 · Studio · 2 beds · 1 bath,3474736,Sam,,"West End, Foggy Bottom, GWU",38.90456,-77.05273,Entire home/apt,80,31,82,2021-10-30,1.46,5,62,0,
34449825,Rental unit in Washington · ★4.97 · Studio · 2 beds · 1 bath,167034668,Monica,,"Georgetown, Burleith/Hillandale",38.90438,-77.05949,Entire home/apt,104,31,179,2023-06-30,3.32,2,234,2,
34466500,Condo in Washington · ★5.0 · Studio · 1 bed · 1 bath,21251177,Robyn,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91998,-77.04318,Entire home/apt,,31,9,2020-03-15,0.16,1,0,0,
34473469,Rental unit in Washington · ★4.96 · 2 bedrooms · 2 beds · 1 bath,6095670,Nicholas,,"Shaw, Logan Circle",38.91272,-77.02587,Entire home/apt,212,2,202,2023-11-27,3.61,1,59,44,Hosted License: 5007242201000039
35764525,Rental unit in Washington · ★4.63 · 1 bedroom · 2 beds · 1 bath,22801245,Rhoi,,"Brightwood Park, Crestwood, Petworth",38.94937,-77.01586,Entire home/apt,102,7,54,2023-06-26,0.99,5,364,3,Hosted License: 5007242201000879
34510493,Condo in Washington · ★4.44 · 2 bedrooms · 2 beds · 2 baths,16676147,Mike F,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90171,-77.02683,Entire home/apt,250,31,9,2023-12-15,0.17,1,167,2,
34513377,Rental unit in Washington · 1 bedroom · 1 bed · 1 private bath,218678320,Olivia,,"Brookland, Brentwood, Langdon",38.92668,-76.97355,Private room,65,31,0,,,1,365,0,
