id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating,bedrooms,baths
50705769,"Dupont Circle, Connecticut Avenue/K Street",38.91317,-77.03677,Entire home/apt,,180,0,1,0,0,unknown,1,1
50719072,"Takoma, Brightwood, Manor Park",38.95643,-77.00948,Private room,48.0,32,3,1,135,0,5.0,1,unknown
50733128,"Dupont Circle, Connecticut Avenue/K Street",38.91642,-77.03639,Entire home/apt,105.0,31,2,5,216,0,unknown,1,1
50733800,"Howard University, Le Droit Park, Cardozo/Shaw",38.91844,-77.03342,Entire home/apt,115.0,1,153,1,0,63,4.87,unknown,1
50746080,"Capitol View, Marshall Heights, Benning Heights",38.87925,-76.94228,Entire home/apt,174.0,1,165,11,126,49,4.84,3.0,2.0
50751282,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93092,-77.02033,Entire home/apt,130.0,3,56,1,0,17,4.91,1.0,1.0
50772751,Historic Anacostia,38.86107,-76.98585,Private room,86.0,1,112,1,177,33,4.88,1.0,1.0
50778533,"Brookland, Brentwood, Langdon",38.92714,-76.98619,Entire home/apt,233.0,2,85,1,147,23,4.95,2.0,2.0
50781156,"Friendship Heights, American University Park, Tenleytown",38.95852,-77.08419,Entire home/apt,139.0,3,77,2,343,7,4.81,1.0,1.0
50844635,"Dupont Circle, Connecticut Avenue/K Street",38.91752,-77.03691,Entire home/apt,149.0,31,10,1,365,0,4.8,1.0,1.0
50847232,"Howard University, Le Droit Park, Cardozo/Shaw",38.91622,-77.02879,Entire home/apt,246.0,2,121,1,295,59,4.97,2.0,1.0
50856741,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92247,-77.0099,Entire home/apt,127.0,2,114,1,351,45,4.91,2.0,1.0
50875772,"Dupont Circle, Connecticut Avenue/K Street",38.9022,-77.03747,Entire home/apt,1105.0,31,6,18,145,4,4.67,4.0,3.0
50875966,"Dupont Circle, Connecticut Avenue/K Street",38.90251,-77.03736,Entire home/apt,1487.0,31,4,18,141,2,4.5,4.0,3.0
50877560,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.935925,-77.029922,Entire home/apt,94.0,1,38,13,233,16,4.95,1.0,1.0
50903143,"Capitol Hill, Lincoln Park",38.89143,-76.99668,Entire home/apt,75.0,31,4,2,29,2,4.5,1.0,1.0
50920850,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.935925,-77.029922,Entire home/apt,135.0,1,49,13,170,17,4.98,2.0,1.0
50935433,"Capitol Hill, Lincoln Park",38.88951,-76.97855,Entire home/apt,83.0,4,60,1,0,23,4.98,1.0,1.0
50941983,"Dupont Circle, Connecticut Avenue/K Street",38.9185905456543,-77.03758239746094,Entire home/apt,68.0,31,10,40,292,4,4.8,1.0,1.0
50950236,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92432,-77.0238,Entire home/apt,79.0,31,10,2,130,0,4.9,1.0,2.0
50972673,"Hawthorne, Barnaby Woods, Chevy Chase",38.96693,-77.05481,Entire home/apt,154.0,2,39,3,333,14,4.72,1.0,1.0
50972776,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90161,-77.02102,Entire home/apt,150.0,31,0,1,0,0,unknown,2,2
51000373,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92069,-77.04175,Entire home/apt,135.0,2,127,1,176,51,4.8,1.0,1.0
51046657,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92712,-77.03629,Entire home/apt,214.0,31,0,1,0,0,unknown,2,2
51049629,"Mayfair, Hillbrook, Mahaning Heights",38.89619,-76.93879,Entire home/apt,67.0,3,83,2,0,39,4.86,1.0,1.0
51070667,"Shaw, Logan Circle",38.90747,-77.02843,Entire home/apt,141.0,2,37,1,9,11,4.95,1.0,1.0
51076702,"Sheridan, Barry Farm, Buena Vista",38.8608,-76.98895,Entire home/apt,390.0,31,0,2,365,0,unknown,4,5
51085180,"Dupont Circle, Connecticut Avenue/K Street",38.91454,-77.03559,Entire home/apt,88.0,31,12,5,102,4,4.92,1.0,1.0
51092606,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87725,-77.01874,Entire home/apt,200.0,1,35,1,0,7,4.69,1.0,1.0
51101021,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92849,-77.02804,Private room,67.0,1,16,19,180,13,4.75,1,unknown
51121876,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90555,-77.01545,Entire home/apt,135.0,2,148,1,0,61,4.9,1.0,1.0
51128245,"Union Station, Stanton Park, Kingman Park",38.895,-77.00343,Entire home/apt,170.0,2,150,1,58,61,5.0,1.0,1.0
51134713,"Shaw, Logan Circle",38.91194,-77.01823,Entire home/apt,163.0,28,5,1,230,0,4.8,1.0,1.0
51150371,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91311,-77.0157,Entire home/apt,249.0,1,93,5,352,34,4.59,3.0,2.0
51153657,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90329,-76.98456,Entire home/apt,,31,0,1,0,0,unknown,3,2
51162826,"Union Station, Stanton Park, Kingman Park",38.89719,-77.00355,Entire home/apt,274.0,31,0,67,175,0,unknown,3,5
51163983,"Capitol View, Marshall Heights, Benning Heights",38.87646,-76.93401,Entire home/apt,254.0,1,92,1,347,19,4.29,4.0,5.0
51164274,"Capitol Hill, Lincoln Park",38.88203,-76.9979,Entire home/apt,243.0,31,0,67,365,0,unknown,2,5
51166696,"West End, Foggy Bottom, GWU",38.90422,-77.04865,Entire home/apt,116.0,31,1,67,363,1,unknown,1,1
51170066,"Capitol Hill, Lincoln Park",38.8912,-76.9826,Entire home/apt,68.0,3,76,1,73,32,4.63,1.0,1.0
51184169,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90625,-77.03432,Entire home/apt,100.0,184,0,67,363,0,unknown,1,1
51184324,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92963,-77.02279,Entire home/apt,299.0,2,10,1,90,2,5.0,1.0,5.0
51184413,"Brightwood Park, Crestwood, Petworth",38.94987,-77.01694,Private room,59.0,31,36,3,361,14,4.44,1,unknown
51185118,"Hawthorne, Barnaby Woods, Chevy Chase",38.9691,-77.05725,Entire home/apt,296.0,31,0,67,363,0,unknown,3,4
51185408,"Dupont Circle, Connecticut Avenue/K Street",38.91472,-77.04281,Entire home/apt,133.0,31,0,67,319,0,unknown,1,1
51186640,"Dupont Circle, Connecticut Avenue/K Street",38.91244,-77.04229,Entire home/apt,192.0,31,1,67,363,0,unknown,1,1
51187372,"Howard University, Le Droit Park, Cardozo/Shaw",38.91984,-77.02487,Entire home/apt,198.0,30,1,9,365,0,unknown,2,2
51193581,"Brightwood Park, Crestwood, Petworth",38.94043,-77.02419,Entire home/apt,200.0,2,3,1,28,3,5.0,4.0,2.0
51211541,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.877,-77.01414,Entire home/apt,200.0,31,0,1,0,0,unknown,1,1
51213047,"Howard University, Le Droit Park, Cardozo/Shaw",38.91952,-77.02489,Entire home/apt,159.0,30,1,9,365,0,unknown,1,1
51214190,"Douglas, Shipley Terrace",38.84911,-76.97957,Private room,96.0,31,4,1,365,0,5.0,1.0,1.0
51236808,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90578,-76.97634,Entire home/apt,76.0,31,11,1,351,1,4.45,2.0,1.0
51246225,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90622,-76.98531,Entire home/apt,95.0,2,74,1,81,40,4.88,1.0,1.0
51258867,"Mayfair, Hillbrook, Mahaning Heights",38.89686975157529,-76.93714202527126,Entire home/apt,98.0,1,14,1,0,14,4.93,unknown,1
51269176,"Howard University, Le Droit Park, Cardozo/Shaw",38.91499,-77.0199,Entire home/apt,81.0,2,199,1,108,73,4.9,1.0,1.0
51280194,"Capitol Hill, Lincoln Park",38.88367,-76.99288,Entire home/apt,120.0,31,7,1,0,0,5.0,1.0,1.0
51300055,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89739,-76.93024,Entire home/apt,96.0,31,1,2,225,0,unknown,3,5
51305557,"Brookland, Brentwood, Langdon",38.93052,-76.97625,Private room,100.0,31,6,1,350,1,4.0,1.0,1.0
51310221,"Dupont Circle, Connecticut Avenue/K Street",38.915313720703125,-77.03614044189453,Entire home/apt,70.0,31,7,40,365,3,4.71,1.0,1.0
51328356,"Capitol Hill, Lincoln Park",38.88983,-76.98913,Entire home/apt,98.0,31,3,234,128,2,5.0,1.0,1.0
51349311,"Brightwood Park, Crestwood, Petworth",38.94172,-77.0147,Entire home/apt,95.0,2,5,2,89,2,4.8,1.0,1.0
51364937,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91046,-77.00311,Entire home/apt,600.0,31,5,1,365,0,4.8,1.0,1.0
51385586,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90287,-76.97982,Entire home/apt,,31,0,1,0,0,unknown,1,1
51393257,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93366,-77.02507,Entire home/apt,130.0,31,5,2,259,1,4.6,1.0,1.0
51402226,"Friendship Heights, American University Park, Tenleytown",38.95895,-77.08745,Entire home/apt,,2,13,1,0,0,5.0,3.0,5.0
51405260,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92725,-77.03443,Entire home/apt,150.0,2,4,1,363,4,4.75,1.0,1.0
51408229,"Hawthorne, Barnaby Woods, Chevy Chase",38.96464,-77.05503,Entire home/apt,101.0,2,140,1,322,62,4.96,unknown,1
51434786,"Brightwood Park, Crestwood, Petworth",38.95352,-77.02235,Entire home/apt,142.0,2,59,2,86,24,4.59,3.0,1.0
51440218,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91261,-77.00508,Entire home/apt,131.0,2,145,1,80,59,4.9,2.0,1.0
51448042,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96104,-77.0007,Private room,35.0,31,11,3,269,2,5.0,1,unknown
51469358,"Shaw, Logan Circle",38.90867,-77.02429,Entire home/apt,112.0,1,69,9,180,35,4.67,1.0,1.0
51471279,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86489,-77.01327,Entire home/apt,400.0,1,20,1,180,0,4.55,1.0,1.0
51473520,"Congress Heights, Bellevue, Washington Highlands",38.83639,-77.00385,Entire home/apt,58.0,1,98,1,170,44,4.74,1.0,1.0
51484185,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91219378297741,-77.00329344214515,Entire home/apt,750.0,3,54,3,0,20,4.78,4.0,5.0
51487377,"Congress Heights, Bellevue, Washington Highlands",38.83114,-77.00052,Entire home/apt,355.0,1,3,4,365,2,4.33,3.0,1.0
51489662,"Union Station, Stanton Park, Kingman Park",38.89899,-76.99751,Entire home/apt,116.0,2,150,1,73,55,4.91,2.0,1.0
51507369,"Friendship Heights, American University Park, Tenleytown",38.94961,-77.09448,Entire home/apt,99.0,2,57,1,0,38,4.83,1.0,1.0
51507972,"Shaw, Logan Circle",38.9109,-77.02257,Entire home/apt,,31,31,5,0,0,4.55,3.0,3.0
51510887,"Capitol Hill, Lincoln Park",38.88126,-76.98878,Entire home/apt,,31,0,5,0,0,unknown,2,1
51510888,"Takoma, Brightwood, Manor Park",38.96581,-77.02428,Private room,69.0,31,7,5,333,0,4.57,1.0,1.0
51521681,"North Cleveland Park, Forest Hills, Van Ness",38.949365870136695,-77.05813587810624,Entire home/apt,203.0,3,11,1,171,11,4.91,1.0,1.0
51522772,"Congress Heights, Bellevue, Washington Highlands",38.84933,-77.00166,Private room,70.0,7,14,1,364,0,4.29,1.0,1.0
51532952,"Howard University, Le Droit Park, Cardozo/Shaw",38.91484,-77.03148,Entire home/apt,436.0,3,65,1,308,48,4.97,4.0,5.0
51542353,"Capitol Hill, Lincoln Park",38.89089,-76.99312,Entire home/apt,193.0,2,136,1,134,57,4.86,2.0,1.0
51565005,"Shaw, Logan Circle",38.91173,-77.02918,Entire home/apt,138.0,4,70,1,354,26,4.87,1.0,1.0
51577035,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90855,-77.0021,Entire home/apt,125.0,31,2,1,245,1,unknown,1,1
51583699,"Shaw, Logan Circle",38.90818,-77.0333,Entire home/apt,352.0,31,65,234,176,25,4.85,2.0,2.0
51584912,"North Michigan Park, Michigan Park, University Heights",38.938,-76.9935,Entire home/apt,114.0,2,85,1,287,36,4.81,1.0,1.0
51584974,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93073,-77.03755,Entire home/apt,80.0,31,7,1,20,0,5.0,1.0,1.0
51596844,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87049,-76.97482,Private room,95.0,2,7,2,355,0,4.86,1.0,1.0
51599456,"Capitol Hill, Lincoln Park",38.88,-76.98117,Entire home/apt,271.0,31,24,1,365,0,4.58,2.0,1.0
51602782,"Shaw, Logan Circle",38.90734,-77.02445,Entire home/apt,156.0,1,136,5,144,56,4.79,2.0,1.0
51625092,"Takoma, Brightwood, Manor Park",38.96655,-77.02196,Entire home/apt,178.0,31,13,54,0,0,4.77,3.0,5.0
51650242,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90539104031921,-77.01626430921091,Entire home/apt,119.0,2,51,1,270,51,4.98,1.0,1.0
51650632,"Howard University, Le Droit Park, Cardozo/Shaw",38.91811,-77.03054,Entire home/apt,205.0,3,70,1,314,29,4.86,1.0,1.0
51662043,"Union Station, Stanton Park, Kingman Park",38.8976,-76.98328,Entire home/apt,102.0,2,20,1,249,11,5.0,1.0,1.0
51666017,"Brightwood Park, Crestwood, Petworth",38.93911,-77.02593,Entire home/apt,115.0,31,17,1,365,2,4.53,1.0,1.0
51667347,"Georgetown, Burleith/Hillandale",38.91354,-77.07435,Entire home/apt,61.0,2,136,3,0,61,4.83,1.0,1.0
51754780,Historic Anacostia,38.85917,-76.98349,Entire home/apt,182.0,2,27,1,0,4,4.33,2.0,1.0
51758622,"Shaw, Logan Circle",38.9103,-77.02892,Entire home/apt,144.0,32,0,234,294,0,unknown,1,1
51767925,"Union Station, Stanton Park, Kingman Park",38.89828,-76.99227,Entire home/apt,202.0,7,1,9,344,0,unknown,1,1
51799543,"Union Station, Stanton Park, Kingman Park",38.897556,-76.996811,Entire home/apt,125.0,3,14,1,270,6,5.0,unknown,1
51802995,"Howard University, Le Droit Park, Cardozo/Shaw",38.91607,-77.03404,Entire home/apt,,31,10,1,0,0,4.4,1.0,1.0
51804946,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90256,-76.92791,Entire home/apt,206.0,2,58,2,343,33,4.79,2.0,5.0
51816428,"Union Station, Stanton Park, Kingman Park",38.90372,-77.00146,Entire home/apt,129.0,1,229,1,302,89,4.9,2.0,1.0
51818199,"Capitol Hill, Lincoln Park",38.8837021,-76.9978995,Entire home/apt,129.0,2,70,2,46,45,4.99,1.0,1.0
51830606,"Brightwood Park, Crestwood, Petworth",38.93797,-77.03585,Entire home/apt,,31,3,1,0,0,4.33,1.0,1.0
51831938,"North Michigan Park, Michigan Park, University Heights",38.94651,-76.99691,Entire home/apt,218.0,3,70,1,297,31,4.8,3.0,5.0
51845735,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95779,-77.0022,Entire home/apt,95.0,31,0,2,365,0,unknown,1,1
51868776,"Capitol View, Marshall Heights, Benning Heights",38.88181,-76.94311,Entire home/apt,144.0,2,54,1,0,30,4.76,2.0,1.0
51882529,"Cathedral Heights, McLean Gardens, Glover Park",38.9183,-77.07374,Entire home/apt,105.0,2,58,1,0,13,4.97,1.0,1.0
51887022,"Takoma, Brightwood, Manor Park",38.95981,-77.02376,Entire home/apt,110.0,3,25,1,180,10,5.0,1.0,1.0
51893946,"Union Station, Stanton Park, Kingman Park",38.89844,-76.99177,Entire home/apt,82.0,1,52,1,5,15,4.85,1.0,1.0
51904741,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92842,-77.0189,Entire home/apt,129.0,1,0,1,254,0,unknown,2,1
51907544,"Takoma, Brightwood, Manor Park",38.96788,-77.0236,Entire home/apt,123.0,1,104,2,0,33,4.52,2.0,2.0
51922422,"Dupont Circle, Connecticut Avenue/K Street",38.90998,-77.0476,Entire home/apt,217.0,3,69,93,0,28,4.68,3.0,2.0
51923187,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92606,-77.04319,Entire home/apt,152.0,3,74,93,164,32,4.78,2.0,3.0
51944798,"Union Station, Stanton Park, Kingman Park",38.89915,-77.00084,Entire home/apt,102.0,1,202,5,0,86,4.93,unknown,1
51955224,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95612,-76.99255,Entire home/apt,119.0,2,61,1,90,25,4.67,1.0,1.0
51962614,"Brookland, Brentwood, Langdon",38.92914,-76.97168,Entire home/apt,249.0,1,172,2,0,75,5.0,1.0,1.0
51963661,"Union Station, Stanton Park, Kingman Park",38.89712524414063,-77.0028305053711,Entire home/apt,295.0,3,26,2,0,15,4.78,2.0,5.0
51975989,"Dupont Circle, Connecticut Avenue/K Street",38.91385,-77.0349,Entire home/apt,203.0,3,92,1,78,43,4.99,1.0,1.0
51987458,"Dupont Circle, Connecticut Avenue/K Street",38.90946,-77.04496,Entire home/apt,177.0,7,44,23,0,24,4.56,3.0,2.0
51987731,"Dupont Circle, Connecticut Avenue/K Street",38.9106,-77.04509,Entire home/apt,246.0,7,48,23,73,23,4.4,3.0,3.0
51988092,"Brightwood Park, Crestwood, Petworth",38.93849,-77.02885,Entire home/apt,121.0,3,95,1,225,46,4.82,2.0,2.0
52001607,"Capitol Hill, Lincoln Park",38.88752,-76.99069,Entire home/apt,200.0,3,40,1,143,25,4.98,2.0,1.0
52003587,"Capitol Hill, Lincoln Park",38.884361,-77.006622,Entire home/apt,296.0,2,91,1,0,51,5.0,2.0,1.0
52041391,"Union Station, Stanton Park, Kingman Park",38.90004,-77.00022,Entire home/apt,573.0,2,41,2,0,16,4.83,4.0,5.0
52056299,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89819,-77.00909,Private room,249.0,2,1,2,341,1,unknown,2,2
52056320,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8978,-77.01067,Private room,107.0,2,14,2,341,11,4.93,1.0,1.0
52069671,"Capitol Hill, Lincoln Park",38.88859,-76.98072,Entire home/apt,75.0,1,112,1,0,48,4.88,unknown,1
52093234,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91026,-77.01481,Entire home/apt,128.0,2,130,1,0,50,4.82,1.0,1.0
52094842,"West End, Foggy Bottom, GWU",38.90174,-77.05072,Shared room,100.0,31,0,1,0,0,unknown,1,unknown
52130706,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90908,-77.01428,Private room,75.0,31,8,1,179,4,5.0,1,unknown
52132867,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93552427686103,-77.04239871413766,Entire home/apt,90.0,1,62,1,353,62,4.94,1.0,1.0
52140412,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92084,-77.02498,Entire home/apt,154.0,31,12,1,365,0,4.58,1.0,1.0
52145485,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9131,-77.01222,Entire home/apt,77.0,3,63,93,165,31,4.87,1.0,1.0
52163897,"Capitol Hill, Lincoln Park",38.8903,-76.99777,Entire home/apt,100.0,2,24,4,341,8,3.96,2.0,2.0
52188587,"Georgetown, Burleith/Hillandale",38.909367,-77.061646,Entire home/apt,193.0,31,2,33,291,0,unknown,2,2
52191819,"Brightwood Park, Crestwood, Petworth",38.9535,-77.01994,Entire home/apt,169.0,2,48,1,352,22,4.94,2.0,1.0
52201387,"Capitol Hill, Lincoln Park",38.88108,-76.98379,Entire home/apt,310.0,28,37,5,322,24,5.0,4.0,4.0
52239871,"Dupont Circle, Connecticut Avenue/K Street",38.90288,-77.04182,Private room,125.0,1,64,46,289,18,4.28,unknown,1
52239878,"Dupont Circle, Connecticut Avenue/K Street",38.90458,-77.04185,Private room,114.0,1,68,46,0,21,4.59,unknown,1
52240404,"Dupont Circle, Connecticut Avenue/K Street",38.90476,-77.04152,Private room,120.0,1,3,46,131,2,4.0,unknown,1
52240462,"Dupont Circle, Connecticut Avenue/K Street",38.9043,-77.04165,Private room,127.0,1,515,46,289,180,4.46,unknown,1
52240980,"Dupont Circle, Connecticut Avenue/K Street",38.90354,-77.0415,Private room,130.0,1,148,46,0,53,4.49,unknown,1
52242602,"Dupont Circle, Connecticut Avenue/K Street",38.90294,-77.04228,Private room,121.0,1,316,46,0,160,4.32,unknown,1
52246295,"Shaw, Logan Circle",38.91237,-77.02551,Entire home/apt,95.0,2,129,1,248,50,4.84,unknown,1
52254140,"Union Station, Stanton Park, Kingman Park",38.899752,-76.997337,Entire home/apt,,32,2,234,0,0,unknown,1,1
52255680,"Union Station, Stanton Park, Kingman Park",38.899752,-76.997337,Entire home/apt,,32,0,234,0,0,unknown,1,1
52281658,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91293,-77.01308,Entire home/apt,110.0,31,97,1,204,34,4.87,2.0,1.0
52282516,"Takoma, Brightwood, Manor Park",38.96663,-77.02251,Private room,,31,0,5,0,0,unknown,1,1
52339597,"Union Station, Stanton Park, Kingman Park",38.89733,-76.98105,Entire home/apt,,5,34,1,0,16,4.68,3.0,5.0
52349153,"Capitol View, Marshall Heights, Benning Heights",38.88423,-76.9283,Private room,55.0,5,26,1,88,6,4.96,1.0,1.0
52350320,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9256,-77.0299,Entire home/apt,133.0,3,76,1,154,49,4.91,1.0,1.0
52356204,"Brightwood Park, Crestwood, Petworth",38.95538,-77.01127,Entire home/apt,87.0,31,29,3,365,0,3.9,1.0,1.0
52365042,"Union Station, Stanton Park, Kingman Park",38.90282,-76.99887,Entire home/apt,150.0,2,144,1,354,63,4.99,1.0,1.0
52366167,"Congress Heights, Bellevue, Washington Highlands",38.83089,-76.99927,Entire home/apt,415.0,2,14,4,360,8,4.79,3.0,1.0
52371393,"Capitol Hill, Lincoln Park",38.87954,-76.98216,Entire home/apt,175.0,31,0,3,365,0,unknown,3,1
52384704,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93308,-77.04063,Entire home/apt,83.0,3,73,93,141,37,4.97,1.0,1.0
52391269,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93172,-77.0244,Entire home/apt,170.0,3,50,5,275,19,4.76,2.0,1.0
52396501,"Howard University, Le Droit Park, Cardozo/Shaw",38.916519,-77.02343,Entire home/apt,99.0,32,1,234,365,1,unknown,1,1
52405664,"West End, Foggy Bottom, GWU",38.903419,-77.053596,Entire home/apt,104.0,1,25,5,0,5,4.69,1.0,1.0
52406870,"West End, Foggy Bottom, GWU",38.903419,-77.053596,Entire home/apt,123.0,1,90,5,0,45,4.51,1.0,1.0
52407058,"Capitol Hill, Lincoln Park",38.88982,-76.99655,Entire home/apt,325.0,2,25,3,27,19,4.84,2.0,2.0
52435865,"Near Southeast, Navy Yard",38.87881,-77.00773049999998,Entire home/apt,146.0,32,1,234,339,0,unknown,1,1
52435874,"Near Southeast, Navy Yard",38.87881,-77.00773049999998,Entire home/apt,138.0,32,0,234,322,0,unknown,1,1
52436715,"Shaw, Logan Circle",38.91153,-77.03269,Entire home/apt,132.0,1,21,3,361,6,4.67,1.0,1.0
52436766,"Shaw, Logan Circle",38.91176,-77.03096,Entire home/apt,152.0,1,25,3,341,7,4.6,1.0,1.0
52436840,"Shaw, Logan Circle",38.91361,-77.03112,Entire home/apt,152.0,1,25,3,351,10,4.56,1.0,1.0
52448814,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92285,-77.00166,Entire home/apt,76.0,31,2,1,262,0,unknown,1,1
52484176,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95858,-77.00346,Entire home/apt,98.0,31,13,3,365,0,3.38,1.0,1.0
52487256,"Shaw, Logan Circle",38.9103,-77.02892,Entire home/apt,128.0,32,0,234,309,0,unknown,1,1
52489370,"North Michigan Park, Michigan Park, University Heights",38.93828,-76.99051,Private room,99.0,31,4,1,365,0,3.75,1.0,1.0
52490140,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9019,-76.97571,Entire home/apt,,31,4,11,0,0,4.75,1.0,1.0
52490903,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92611,-77.03061,Entire home/apt,106.0,1,73,1,353,37,4.92,1.0,1.0
52491605,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90693,-76.98436,Private room,100.0,31,1,1,0,0,unknown,1,1
52495655,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93245,-77.02088,Entire home/apt,104.0,1,82,8,51,25,4.61,2.0,1.0
52496361,"Dupont Circle, Connecticut Avenue/K Street",38.91093,-77.03842,Entire home/apt,100.0,2,94,1,310,61,4.96,1.0,1.0
52498920,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93082,-77.02439,Private room,600.0,2,10,6,364,0,5.0,2.0,5.0
52507639,"Howard University, Le Droit Park, Cardozo/Shaw",38.91963,-77.02573,Entire home/apt,140.0,31,97,93,0,40,4.96,2.0,5.0
52516874,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93133,-77.02263,Entire home/apt,374.0,1,39,8,344,7,4.77,5.0,5.0
52518334,"Dupont Circle, Connecticut Avenue/K Street",38.91193,-77.04039,Entire home/apt,99.0,31,16,234,30,16,4.25,1.0,1.0
52532277,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91225,-77.00913,Entire home/apt,475.0,3,76,2,0,44,4.78,4.0,3.0
52532850,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91467,-77.00339,Private room,150.0,31,1,3,342,0,unknown,1,unknown
52533356,"Union Station, Stanton Park, Kingman Park",38.89729,-76.98565,Entire home/apt,252.0,3,54,2,158,23,4.93,3.0,2.0
52548082,"Dupont Circle, Connecticut Avenue/K Street",38.91479,-77.0433,Entire home/apt,110.0,31,21,1,219,2,4.9,2.0,2.0
52554748,"Brookland, Brentwood, Langdon",38.92103,-76.98471,Entire home/apt,66.0,3,78,3,35,40,4.53,1.0,1.0
52563901,"Kalorama Heights, Adams Morgan, Lanier Heights",38.913208,-77.050072,Entire home/apt,149.0,3,64,1,318,34,4.94,1.0,1.0
52569244,"Capitol Hill, Lincoln Park",38.88157,-76.9829,Entire home/apt,165.0,60,0,3,365,0,unknown,3,1
52579200,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93537521362305,-77.11172485351562,Private room,73.0,1,21,2,0,20,4.95,1.0,1.0
52583446,"Shaw, Logan Circle",38.91084,-77.02714,Entire home/apt,169.0,1,171,1,282,64,4.92,2.0,1.0
52593789,"Union Station, Stanton Park, Kingman Park",38.89994,-76.99815,Entire home/apt,589.0,31,5,2,90,0,5.0,3.0,5.0
52612711,"Howard University, Le Droit Park, Cardozo/Shaw",38.91768,-77.02576,Entire home/apt,109.0,31,23,93,179,2,4.87,2.0,2.0
52615325,"Brookland, Brentwood, Langdon",38.92265,-76.99319,Entire home/apt,115.0,1,29,1,95,26,4.97,1.0,1.0
52629128,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93149,-77.02156,Private room,176.0,2,13,4,0,1,4.92,1,unknown
