id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating,bedrooms,baths
19769692,"Brightwood Park, Crestwood, Petworth",38.94064,-77.01503,Entire home/apt,150.0,110,0,1,0,0,unknown,3,5
19787253,"Brightwood Park, Crestwood, Petworth",38.95059,-77.02225,Entire home/apt,85.0,32,54,8,177,0,4.89,1.0,1.0
19807322,"Brightwood Park, Crestwood, Petworth",38.95061,-77.01963,Entire home/apt,,31,27,1,0,1,4.78,3.0,5.0
19808563,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91061,-77.0103,Private room,,31,3,1,0,0,4.67,1,unknown
19817543,"Howard University, Le Droit Park, Cardozo/Shaw",38.91414,-77.03311,Private room,,31,0,1,0,0,unknown,1,1
19823942,"Shaw, Logan Circle",38.91408,-77.02725,Entire home/apt,,31,3,1,0,0,3.67,2.0,5.0
19829493,"Shaw, Logan Circle",38.91087,-77.0276,Entire home/apt,,31,25,1,0,0,4.68,2.0,5.0
19841607,"Union Station, Stanton Park, Kingman Park",38.9007,-77.0036,Entire home/apt,,2,51,1,0,0,4.94,1.0,1.0
19864452,"Shaw, Logan Circle",38.91258,-77.01893,Private room,59.0,31,53,5,0,0,4.98,1,unknown
19872890,"Georgetown, Burleith/Hillandale",38.90846,-77.06072,Entire home/apt,113.0,3,287,2,106,58,4.93,1.0,1.0
19893073,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.85578,-76.96553,Entire home/apt,,31,0,4,0,0,unknown,1,1
19893878,"Union Station, Stanton Park, Kingman Park",38.89412,-77.00172,Private room,,31,3,2,0,0,5.0,1.0,1.0
19912376,"Takoma, Brightwood, Manor Park",38.98246,-77.02436,Private room,51.0,31,2,1,291,0,unknown,1,unknown
19930688,"Colonial Village, Shepherd Park, North Portal Estates",38.97907,-77.02804,Entire home/apt,130.0,5,41,1,179,7,4.78,1.0,1.0
19932136,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91479,-77.01085,Entire home/apt,120.0,1,279,2,81,60,4.59,2.0,1.0
19953017,"Union Station, Stanton Park, Kingman Park",38.89255,-76.98669,Entire home/apt,,2,149,2,0,15,4.96,2.0,5.0
19998720,"Howard University, Le Droit Park, Cardozo/Shaw",38.9174,-77.01854,Entire home/apt,127.0,31,30,8,270,1,4.4,2.0,2.0
20001423,"Capitol View, Marshall Heights, Benning Heights",38.89253,-76.94021,Entire home/apt,,1,45,11,0,4,4.84,1.0,1.0
20014244,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91683,-77.0106,Entire home/apt,474.0,2,238,4,310,24,4.75,5.0,5.0
20028160,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91301,-77.00682,Private room,,31,1,1,0,0,unknown,2,1
20028213,"Capitol Hill, Lincoln Park",38.87975,-76.9876,Entire home/apt,370.0,31,9,21,270,0,4.67,3.0,2.0
20049395,"Georgetown, Burleith/Hillandale",38.90673,-77.06816,Entire home/apt,414.0,2,254,1,60,36,4.89,4.0,5.0
20093002,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92383,-77.04273,Private room,,31,6,1,0,0,5.0,1,unknown
20124890,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9022,-77.01132,Private room,,31,325,2,0,1,4.93,1,unknown
20125550,"Capitol View, Marshall Heights, Benning Heights",38.89305,-76.93953,Private room,30.0,1,12,11,80,2,4.92,1,unknown
20126341,"Union Station, Stanton Park, Kingman Park",38.89706,-76.99897,Private room,60.0,2,231,2,72,74,4.94,1,unknown
20138171,"Shaw, Logan Circle",38.91382,-77.02631,Entire home/apt,103.0,1,619,1,160,94,4.85,1.0,1.0
20138796,"Capitol Hill, Lincoln Park",38.88836,-76.99037,Entire home/apt,148.0,2,339,1,140,54,5.0,1.0,1.0
20166365,"Capitol Hill, Lincoln Park",38.89183,-76.99971,Entire home/apt,101.0,1,495,1,76,92,4.86,2.0,1.0
20166874,"Georgetown, Burleith/Hillandale",38.91397,-77.07222,Private room,75.0,31,138,1,180,0,4.53,1.0,1.0
20192249,"Dupont Circle, Connecticut Avenue/K Street",38.91597,-77.03552,Entire home/apt,189.0,2,259,2,235,37,4.63,2.0,1.0
20196027,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90322,-76.98674,Private room,60.0,31,0,1,0,0,unknown,1,unknown
20196565,"Union Station, Stanton Park, Kingman Park",38.89509,-76.99608,Entire home/apt,,31,4,1,0,0,5.0,5.0,2.0
20207987,"Capitol Hill, Lincoln Park",38.88007,-76.98192,Private room,,31,0,1,0,0,unknown,unknown,1
20212862,"Union Station, Stanton Park, Kingman Park",38.90188,-76.98919,Entire home/apt,,31,16,1,0,0,4.88,2.0,2.0
20213058,"Capitol Hill, Lincoln Park",38.88969,-76.97957,Entire home/apt,221.0,2,324,1,0,24,4.87,3.0,5.0
20217934,"Takoma, Brightwood, Manor Park",38.9678,-77.02679,Private room,80.0,7,1,5,0,0,unknown,2,unknown
20253006,"Dupont Circle, Connecticut Avenue/K Street",38.91195,-77.04665,Private room,155.0,4,20,16,291,5,4.9,1,unknown
20264444,"Howard University, Le Droit Park, Cardozo/Shaw",38.91956,-77.02795,Entire home/apt,,3,20,1,0,0,4.8,2.0,5.0
20265888,"Union Station, Stanton Park, Kingman Park",38.89312,-76.99792,Entire home/apt,80.0,1,188,5,352,21,4.79,1.0,1.0
20277898,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90081,-77.0105,Private room,,31,4,1,0,0,4.75,1.0,1.0
20294927,"Brightwood Park, Crestwood, Petworth",38.94489,-77.01958,Entire home/apt,129.0,3,26,1,269,2,5.0,1.0,1.0
20299513,"Union Station, Stanton Park, Kingman Park",38.89606,-76.98222,Entire home/apt,250.0,3,39,1,0,15,4.79,3.0,2.0
20302085,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.905,-77.03016,Entire home/apt,,31,4,4,0,0,5.0,2.0,1.0
20302745,"Shaw, Logan Circle",38.90988,-77.01904,Private room,76.0,3,109,4,15,15,4.98,1,unknown
20303609,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92126,-77.03461,Entire home/apt,,31,6,1,0,0,4.67,2.0,5.0
20321277,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91972,-77.01191,Entire home/apt,371.0,2,90,2,152,37,4.88,4.0,5.0
20347049,"Capitol Hill, Lincoln Park",38.88611,-76.99037,Entire home/apt,145.0,4,36,1,0,0,5.0,1.0,1.0
20358943,"Capitol Hill, Lincoln Park",38.88763,-76.98048,Entire home/apt,136.0,3,93,1,246,13,4.82,1.0,1.0
20360072,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87157,-76.97075,Entire home/apt,,31,81,1,0,0,4.9,2.0,1.0
20361292,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92655,-77.03313,Entire home/apt,300.0,31,11,2,364,0,5.0,3.0,2.0
20403640,"Brightwood Park, Crestwood, Petworth",38.95764,-77.02244,Entire home/apt,199.0,31,117,1,363,0,4.73,5.0,2.0
20403766,"Dupont Circle, Connecticut Avenue/K Street",38.90698,-77.04627,Entire home/apt,210.0,1,244,3,353,29,4.75,2.0,1.0
20422457,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93224,-77.03706,Private room,,31,52,2,0,0,4.85,1,unknown
20432523,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9013,-76.98399,Entire home/apt,,31,2,1,0,0,unknown,2,1
20437419,"Takoma, Brightwood, Manor Park",38.9671,-77.02659,Private room,65.0,4,6,5,251,0,4.67,2.0,1.0
20437717,"Georgetown, Burleith/Hillandale",38.90686,-77.06202,Private room,100.0,31,241,2,89,0,4.85,1,unknown
20438692,"Georgetown, Burleith/Hillandale",38.90573,-77.0601,Private room,97.0,31,222,2,89,1,4.88,1,unknown
20452932,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91297,-77.01579,Entire home/apt,101.0,31,185,4,77,0,4.63,1.0,1.0
20461027,"Capitol Hill, Lincoln Park",38.88579,-76.99464,Entire home/apt,55.0,31,12,33,295,0,4.42,2.0,5.0
20469824,"Brookland, Brentwood, Langdon",38.92213,-76.99104,Entire home/apt,120.0,2,148,1,73,28,4.89,2.0,1.0
20483028,"Howard University, Le Droit Park, Cardozo/Shaw",38.92006,-77.02991,Entire home/apt,,365,0,1,0,0,unknown,1,1
20500529,"Brightwood Park, Crestwood, Petworth",38.93594,-77.04564,Entire home/apt,,31,16,1,0,0,4.75,1.0,1.0
20503212,"West End, Foggy Bottom, GWU",38.89726,-77.04601,Entire home/apt,80.0,90,7,5,141,1,5.0,2.0,1.0
20534938,"Capitol Hill, Lincoln Park",38.87909,-76.98961,Hotel room,107.0,1,124,28,14,33,4.45,1.0,1.0
20535352,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91959,-77.0125,Entire home/apt,125.0,14,64,1,312,4,4.89,1.0,1.0
20538744,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91679,-77.04417,Entire home/apt,122.0,1,565,2,250,75,4.95,unknown,1
20604877,"Union Station, Stanton Park, Kingman Park",38.90007,-76.99026,Entire home/apt,143.0,31,193,2,288,2,4.95,2.0,5.0
20605356,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93211,-77.02683,Entire home/apt,,31,1,1,0,0,unknown,2,1
20607002,"Dupont Circle, Connecticut Avenue/K Street",38.90982,-77.04691,Entire home/apt,111.0,31,71,1,302,2,4.8,1.0,1.0
20617856,"Friendship Heights, American University Park, Tenleytown",38.9453,-77.08925,Entire home/apt,110.0,2,295,1,274,57,4.94,1.0,1.0
20624816,"Brightwood Park, Crestwood, Petworth",38.94837,-77.01926,Entire home/apt,,31,0,1,0,0,unknown,1,1
20631517,"Brightwood Park, Crestwood, Petworth",38.9561,-77.02281,Entire home/apt,,31,13,1,0,0,4.92,2.0,1.0
20648805,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91671,-77.0098,Entire home/apt,1356.0,3,24,4,0,3,4.96,8.0,5.0
20651859,"Union Station, Stanton Park, Kingman Park",38.8952,-76.98829,Entire home/apt,250.0,31,73,1,0,0,4.96,4.0,5.0
20652766,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93286,-77.03822,Private room,,31,0,1,0,0,unknown,1,1
20653842,"Brightwood Park, Crestwood, Petworth",38.94295,-77.02035,Entire home/apt,,60,13,1,0,0,5.0,1.0,5.0
20675654,"Capitol Hill, Lincoln Park",38.87777,-76.98958,Shared room,35.0,1,15,28,0,1,4.4,1,unknown
20676811,"Shaw, Logan Circle",38.91255,-77.02197,Private room,,2,35,3,0,0,4.77,1.0,1.0
20678886,"Capitol Hill, Lincoln Park",38.87884,-76.98915,Shared room,29.0,1,40,28,365,7,4.38,1,unknown
20722572,"Capitol Hill, Lincoln Park",38.89004,-76.99218,Entire home/apt,100.0,31,2,1,61,0,unknown,1,1
20743970,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8993,-77.02031,Entire home/apt,,31,6,4,0,0,5.0,2.0,2.0
20769447,"Capitol Hill, Lincoln Park",38.88922,-76.99256,Entire home/apt,115.0,2,243,1,163,46,4.93,1.0,1.0
20773444,"Capitol Hill, Lincoln Park",38.89184,-76.99908,Entire home/apt,90.0,2,202,4,352,35,4.71,1.0,1.0
20779267,"Union Station, Stanton Park, Kingman Park",38.89346,-76.99714,Entire home/apt,150.0,2,125,4,0,28,4.75,2.0,1.0
20779465,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90151,-76.93816,Entire home/apt,89.0,2,100,1,0,26,4.81,1.0,1.0
20780000,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93737,-77.03686,Entire home/apt,,31,4,1,0,0,5.0,unknown,1
20808151,"Dupont Circle, Connecticut Avenue/K Street",38.90747,-77.04633,Private room,357.0,31,5,2,0,0,5.0,2.0,1.0
20842495,"Dupont Circle, Connecticut Avenue/K Street",38.91308,-77.047,Private room,,31,4,1,0,0,4.75,1,unknown
20842924,"Shaw, Logan Circle",38.90719,-77.01581,Private room,,31,294,4,0,0,4.78,1,unknown
20846063,"Near Southeast, Navy Yard",38.877,-76.98814,Private room,75.0,1,17,28,0,3,4.29,1,unknown
20849583,"Capitol Hill, Lincoln Park",38.88588,-77.00575,Entire home/apt,,31,102,1,0,0,4.79,4.0,4.0
20850080,"Union Station, Stanton Park, Kingman Park",38.89925,-76.99838,Entire home/apt,95.0,31,123,2,0,1,4.67,2.0,2.0
20850591,"Union Station, Stanton Park, Kingman Park",38.899143293936405,-76.9961385905439,Entire home/apt,95.0,31,118,2,0,0,4.5,2.0,2.0
20850883,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9135,-77.01514,Entire home/apt,210.0,3,58,1,0,24,4.98,2.0,1.0
20893833,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92092,-77.03648,Private room,,31,0,1,0,0,unknown,1,1
20894617,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127,Entire home/apt,128.0,31,0,43,363,0,unknown,1,1
20895152,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.033127,Entire home/apt,128.0,31,1,43,363,0,unknown,1,1
20900080,"Dupont Circle, Connecticut Avenue/K Street",38.91523,-77.04346,Entire home/apt,,31,5,4,0,0,5.0,1.0,1.0
20945085,"Shaw, Logan Circle",38.90606,-77.02992,Entire home/apt,,31,5,4,0,0,4.8,1.0,1.0
20947453,"Shaw, Logan Circle",38.90769,-77.03426,Entire home/apt,125.0,31,8,1,362,0,4.5,2.0,1.0
20957404,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92446,-77.0421,Entire home/apt,94.0,5,20,6,150,1,4.75,1.0,1.0
20968665,"Howard University, Le Droit Park, Cardozo/Shaw",38.91648,-77.02868,Entire home/apt,99.0,2,350,1,200,68,4.96,2.0,1.0
20969903,"Howard University, Le Droit Park, Cardozo/Shaw",38.91726,-77.02594,Entire home/apt,99.0,31,199,1,251,0,4.87,2.0,1.0
20983563,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91114,-77.01358,Entire home/apt,349.0,3,77,1,22,18,5.0,3.0,5.0
20995225,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.94348,-77.09491,Entire home/apt,159.0,2,116,1,116,24,4.97,1.0,1.0
21012348,"Union Station, Stanton Park, Kingman Park",38.89229,-76.99726,Entire home/apt,116.0,2,124,4,344,35,4.65,1.0,1.0
21038479,"Capitol Hill, Lincoln Park",38.87732,-76.98804,Hotel room,34.0,1,82,28,0,1,4.54,2.0,1.0
21043913,"Capitol Hill, Lincoln Park",38.87896,-76.98772,Shared room,25.0,1,121,28,0,44,4.57,1,unknown
21044002,"Capitol Hill, Lincoln Park",38.87718,-76.98758,Shared room,27.0,1,59,28,354,25,4.51,1,unknown
21044056,"Capitol Hill, Lincoln Park",38.87925,-76.98816,Hotel room,27.0,1,58,28,0,20,4.49,1.0,1.0
21044104,"Capitol Hill, Lincoln Park",38.8792,-76.98741,Hotel room,25.0,1,57,28,0,38,4.5,1.0,1.0
21062208,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.929,-77.03892,Private room,62.0,1,77,7,0,31,4.75,1,unknown
21103562,"Shaw, Logan Circle",38.91074752807617,-77.02989959716797,Entire home/apt,173.0,3,102,1,202,34,4.92,1.0,1.0
21106596,"Union Station, Stanton Park, Kingman Park",38.90231,-76.9958,Entire home/apt,106.0,3,271,1,0,42,4.87,1.0,1.0
21120222,"Dupont Circle, Connecticut Avenue/K Street",38.90627,-77.04464,Entire home/apt,,31,3,4,0,0,5.0,1.0,1.0
21122879,"Capitol Hill, Lincoln Park",38.88073,-76.9819,Entire home/apt,121.0,2,317,1,142,58,4.99,1.0,1.0
21134013,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92455,-77.03025,Entire home/apt,109.0,3,324,1,243,58,4.79,1.0,1.0
21141774,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9305,-77.01925,Private room,,31,5,1,0,0,4.8,3.0,2.0
21160435,"North Michigan Park, Michigan Park, University Heights",38.94672,-76.99333,Private room,90.0,3,61,3,344,3,4.8,1,unknown
21161218,"North Cleveland Park, Forest Hills, Van Ness",38.94302,-77.06159,Entire home/apt,150.0,31,0,1,0,0,unknown,1,1
21177503,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9119,-77.01638,Entire home/apt,114.0,3,27,8,365,0,4.63,2.0,1.0
21181175,"Brightwood Park, Crestwood, Petworth",38.94094,-77.0363,Entire home/apt,135.0,1,164,1,365,12,4.65,1.0,1.0
21185273,"Shaw, Logan Circle",38.91088,-77.02675,Entire home/apt,120.0,31,52,5,122,0,4.56,1.0,1.0
21201876,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91403548903936,-77.01114023410936,Entire home/apt,96.0,3,98,1,329,31,4.92,1.0,1.0
21265927,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92105,-77.03344,Entire home/apt,,90,16,1,0,0,4.94,2.0,1.0
21282511,"Dupont Circle, Connecticut Avenue/K Street",38.91187,-77.04554,Private room,90.0,28,36,16,365,5,4.72,1,unknown
21282988,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90512,-76.98877,Entire home/apt,332.0,2,195,1,265,39,4.85,3.0,5.0
21288872,"Dupont Circle, Connecticut Avenue/K Street",38.91464,-77.03771,Entire home/apt,,31,0,1,0,0,unknown,unknown,1
21292577,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96141,-77.00045,Entire home/apt,67.0,1,110,1,118,61,4.61,unknown,1
21305912,"Dupont Circle, Connecticut Avenue/K Street",38.91019,-77.03943,Entire home/apt,239.0,2,243,1,53,36,4.96,2.0,1.0
21307831,"Dupont Circle, Connecticut Avenue/K Street",38.91221,-77.0376,Entire home/apt,,31,0,1,0,0,unknown,2,1
